date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2014-03-01,4.8,3,7,,,,7,,,
2014-03-02,5.8,5,8,,,57,27.1,,,
2014-03-03,5.3,4,7,,,65,23.1,,,
2014-03-04,4.7,4,5,,,66,27.2,,,
2014-03-05,6.1,5,7,,,65,26.2,,,
2014-03-06,7,6,8,,,55,32.1,,,
2014-03-07,7.4,7,9,,,62,23.8,,,
2014-03-08,5.5,3,6,,,,15.8,,,
2014-03-09,5.3,1,10,,,,15,,,
2014-03-10,7,5,9,,,47,36.2,,,
2014-03-11,6.7,2,11,,,,11.9,,,
2014-03-12,7.7,-1,16,,,63,11.5,,,
2014-03-13,8,0,15,,,,10.5,,,
2014-03-14,9.4,0,19,,,245,11.8,,,
2014-03-15,11.4,2,19,,,238,19,,,
2014-03-16,11,6,15,,,,22.9,,,
2014-03-17,13,7,21,,,234,17.7,,,
2014-03-18,13.1,6,20,,,,9.3,,,
2014-03-19,12.9,3,23,,,,12.1,,,
2014-03-20,,,,,,,,,,
2014-03-21,12,3,21,,,,6.2,,,
2014-03-22,12.1,3,22,,,,6.7,,,
2014-03-23,12.4,4,23,,,,5.6,,,
2014-03-24,13.8,7,21,,,64,11.5,,,
2014-03-25,11.1,7,14,,,235,13.8,,,
2014-03-26,9.3,2,15,,,,9.6,,,
2014-03-27,10.4,4,17,,,75,13.2,,,
2014-03-28,9.9,7,14,,,,15,,,
2014-03-29,9.8,2,16,,,,13,,,
2014-03-30,,,,,,,,,,
2014-03-31,11,2,20,,,,6.5,,,
2014-04-01,14,7,22,,,,7.7,,,
2014-04-02,9.5,6,13,,,74,17.1,,,
2014-04-03,9,5,14,,,,8.6,,,
2014-04-04,13.8,6,23,,,,7.7,,,
2014-04-05,10.1,5,14,,,59,39.1,,,
2014-04-06,5.8,4,8,,,50,26.4,,,
2014-04-07,11.1,3,18,,,,8.1,,,
2014-04-08,,,,,,,,,,
2014-04-09,15.8,7,24,,,247,15.8,,,
2014-04-10,8.3,7,13,,,,9.1,,,
2014-04-11,8.3,7,10,,,,6.5,,,
2014-04-12,7.9,6,11,,,,8,,,
2014-04-13,9.2,6,14,,,,8.8,,,
2014-04-14,12,4,20,,,220,11.9,,,
2014-04-15,12.3,7,17,,,,13.5,,,
2014-04-16,7,6,8,,,59,24.5,,,
2014-04-17,10.8,8,14,,,61,37.6,,,
2014-04-18,12.6,11,15,,,66,27.1,,,
2014-04-19,11.4,9,16,,,113,18.3,,,
2014-04-20,12.3,7,19,,,,4.7,,,
2014-04-21,14.3,7,21,,,,6.2,,,
2014-04-22,14.9,9,20,,,,8.2,,,
2014-04-23,17.2,10,25,,,,5,,,
2014-04-24,14.5,12,17,,,62,20.7,,,
2014-04-25,14,11,18,,,51,25.9,,,
2014-04-26,13.8,8,18,,,67,18,,,
2014-04-27,11.8,6,17,,,,13.8,,,
2014-04-28,,,,,,,,,,
2014-04-29,14.8,10,20,,,,6.4,,,
2014-04-30,13.5,10,17,,,,8.6,,,
2014-05-01,14.9,7,21,,,,4,,,
2014-05-02,15.4,8,23,,,,6.2,,,
2014-05-03,16.4,10,22,,,73,13.1,,,
2014-05-04,14.4,12,19,,,77,19.5,,,
2014-05-05,,,,,,,,,,
2014-05-06,,,,,,,,,,
2014-05-07,12.6,5,19,,,,7.6,,,
2014-05-08,12.8,6,20,,,,9.7,,,
2014-05-09,14.2,7,19,,,,7.3,,,
2014-05-10,16.4,12,21,,,,5.5,,,
2014-05-11,17.4,10,23,,,,6.6,,,
2014-05-12,15.8,11,22,,,,12.3,,,
2014-05-13,14.8,8,21,,,,7.6,,,
2014-05-14,12.2,11,15,,,69,27.1,,,
2014-05-15,13.4,10,17,,,,7.7,,,
2014-05-16,13.2,8,18,,,,8.1,,,
2014-05-17,14.9,10,21,,,,7.5,,,
2014-05-18,,,,,,,,,,
2014-05-19,17,9,24,,,,8.2,,,
2014-05-20,18.5,11,24,,,,6.5,,,
2014-05-21,20.3,12,27,,,,8.3,,,
2014-05-22,21.5,16,28,,,,10.5,,,
2014-05-23,20.2,14,27,,,,8.9,,,
2014-05-24,20.9,16,26,,,,8.8,,,
2014-05-25,,,,,,,,,,
2014-05-26,22.2,14,29,,,,5.4,,,
2014-05-27,20.6,15,26,,,,8.1,,,
2014-05-28,21.2,14,28,,,,11.3,,,
2014-05-29,18.6,13,27,,,,7.9,,,
2014-05-30,17.9,16,21,,,,14.5,,,
2014-05-31,16.4,15,20,,,,7.3,,,
2014-06-01,16.5,13,21,,,,6.8,,,
2014-06-02,17.3,14,22,,,,9.2,,,
2014-06-03,17.6,12,24,,,,6.1,,,
2014-06-04,18.3,13,24,,,,8.4,,,
2014-06-05,17.5,15,21,,,,7.5,,,
2014-06-06,21.7,16,28,,,286,9.6,,,
2014-06-07,22.7,16,29,,,342,10.9,,,
2014-06-08,22.1,15,30,,,,11.1,,,
2014-06-09,23.1,16,29,,,,11.8,,,
2014-06-10,23.5,16,31,,,,7.9,,,
2014-06-11,22.3,16,28,,,,8.1,,,
2014-06-12,,,,,,,,,,
2014-06-13,22.5,18,28,,,,8.1,,,
2014-06-14,,,,,,,,,,
2014-06-15,,,,,,,,,,
2014-06-16,15.9,15,17,,,43,14.5,,,
2014-06-17,17.9,15,21,,,,4.7,,,
2014-06-18,18.2,16,20,,,,11.6,,,
2014-06-19,15.4,14,18,,,40,19.3,,,
2014-06-20,17.4,14,25,,,,11.3,,,
2014-06-21,15.7,13,20,,,,8,,,
2014-06-22,18.7,10,25,,,,9.9,,,
2014-06-23,20.8,12,28,,,,8.4,,,
2014-06-24,21.3,16,28,,,,9.9,,,
2014-06-25,21.8,16,27,,,,9.8,,,
2014-06-26,20.9,17,26,,,,22.4,,,
2014-06-27,16.9,14,22,,,,8.4,,,
2014-06-28,19.9,13,26,,,,5.8,,,
2014-06-29,21,14,27,,,,8.8,,,
2014-06-30,20.5,13,28,,,98,11.8,,,
2014-07-01,20.9,16,26,,,,14.3,,,
2014-07-02,21.1,14,28,,,,5.7,,,
2014-07-03,20.9,14.6,28,,,,6.4,,,
2014-07-04,19.6,15.5,25,,,,6.8,,,
2014-07-05,21.2,14,28,,,,4.8,,,
2014-07-06,23.2,15.5,30,,,,7,,,
2014-07-07,24.4,16.2,31,,,,5.7,,,
2014-07-08,24.8,17.8,31,,,,8.9,,,
2014-07-09,24.3,19.4,31,,,,9.9,,,
2014-07-10,22.8,18.6,30,,,,10.2,,,
2014-07-11,20.3,17,25,,,,12.4,,,
2014-07-12,,,,,,,,,,
2014-07-13,,,,,,,,,,
2014-07-14,23.1,16.9,29,,,50,8.1,,,
2014-07-15,23,17,30,,,,13.4,,,
2014-07-16,24.1,18,30,,,,12.1,,,
2014-07-17,21.3,17.6,27,,,322,9.1,,,
2014-07-18,22.1,18.7,28,,,,6.5,,,
2014-07-19,22,18,28,,,,7.1,,,
2014-07-20,24.2,19,30,,,,8.1,,,
2014-07-21,24.7,17,31.7,,,,4.9,,,
2014-07-22,24.1,18.3,32.1,,,,9.2,,,
2014-07-23,22.3,19,27.2,,,,10.1,,,
2014-07-24,21.6,18,27.6,,,,6.5,,,
2014-07-25,23,17.8,29,,,,4.4,,,
2014-07-26,25.3,19,31,,,,8.6,,,
2014-07-27,24.3,18.7,32.2,,,,12,,,
2014-07-28,25.3,18.9,31.9,,,77,11.7,,,
2014-07-29,23.1,21,26.1,,,,10.6,,,
2014-07-30,24.3,18,31.1,,,,6.1,,,
2014-07-31,24.6,18.6,31.2,,,63,14.2,,,
2014-08-01,24.2,17.6,31,,,,13.2,,,
2014-08-02,25.4,20,31,,,,12.1,,,
2014-08-03,26.6,19,34,,,,11.9,,,
2014-08-04,26,18,34,,,,10.3,,,
2014-08-05,25.9,19.2,31.8,,,,9.2,,,
2014-08-06,24,18,31,,,,11,,,
2014-08-07,24.4,17.4,32,,,,7.8,,,
2014-08-08,24.4,18,32,,,,8.4,,,
2014-08-09,25.2,19,31.4,,,,7.8,,,
2014-08-10,25.1,18,32,,,,5.4,,,
2014-08-11,25.4,18,33,,,,4.1,,,
2014-08-12,26.3,19,33.6,,,,7,,,
2014-08-13,27.8,21,35,,,,5.6,,,
2014-08-14,27.5,20.2,35,,,,7.4,,,
2014-08-15,25.8,18,33,,,,8,,,
2014-08-16,25.3,21,31,,,,8.5,,,
2014-08-17,21,16,25,,,,12.1,,,
2014-08-18,19.7,13,27.1,,,,,,,
2014-08-19,21.5,13,29.3,,,,5.1,,,
2014-08-20,22.2,13.5,31,,,,5,,,
2014-08-21,23.8,15.7,32,,,,7.2,,,
2014-08-22,22.3,17,27,,,,11.7,,,
2014-08-23,21.3,18,27.3,,,67,16.3,,,
2014-08-24,22.8,17.9,28,,,,14.5,,,
2014-08-25,20.1,15,25,,,,6.7,,,
2014-08-26,21.6,15,29,,,,6,,,
2014-08-27,23.6,16,31,,,,8.1,,,
2014-08-28,21.6,17,27,,,,10,,,
2014-08-29,19.2,12,26,,,,5.5,,,
2014-08-30,19.3,12,28,,,,5.2,,,
2014-08-31,20,12.7,27,,,,6.1,,,
2014-09-01,20.6,12.9,28,,,,10,,,
2014-09-02,22.3,14,29,,,,12.1,,,
2014-09-03,22.8,19,28,,,61,20.4,,,
2014-09-04,21.6,18.8,25,,,49,17,,,
2014-09-05,22.8,19.3,27.1,,,55,28.5,,,
2014-09-06,22,18.8,26,,,46,19.4,,,
2014-09-07,20.5,16,28,,,,6.2,,,
2014-09-08,21.6,15,30,,,,6.2,,,
2014-09-09,21,13,29,,,,6.4,,,
2014-09-10,20.2,13,27.6,,,,6.2,,,
2014-09-11,21.1,14.9,29.1,,,,7.2,,,
2014-09-12,20.6,13,28,,,,9.7,,,
2014-09-13,21.1,16,28,,,75,11.7,,,
2014-09-14,20.3,13,28,,,,12,,,
2014-09-15,20.1,13.2,27,,,68,12.5,,,
2014-09-16,18.3,13.3,23,,,50,21.3,,,
2014-09-17,16.9,10,23,,,,13.6,,,
2014-09-18,17.5,11.8,24,,,26,13.4,,,
2014-09-19,15.8,8,24,,,,4.2,,,
2014-09-20,16.7,8.5,25,,,,4.1,,,
2014-09-21,19.7,16,26,,,,6.9,,,
2014-09-22,19.8,13,27,,,,8.7,,,
2014-09-23,13.2,10,19.8,,,,11.2,,,
2014-09-24,13.1,7,20,,,,11.3,,,
2014-09-25,12.1,5.4,21,,,,7.5,,,
2014-09-26,11.3,9,14,,,,6.6,,,
2014-09-27,12.8,9,19,,,,10.2,,,
2014-09-28,13.1,7,21,,,,6.9,,,
2014-09-29,13.6,7,21,,,,8,,,
2014-09-30,15.3,7,25,,,,7.8,,,
2014-10-01,16.4,8.6,25,,,,7,,,
2014-10-02,15.7,14,18,,,62,14.3,,,
2014-10-03,13.7,11,17,,,57,12.6,,,
2014-10-04,12.2,7.5,18,,,,9.7,,,
2014-10-05,10.7,4,18,,,,6.3,,,
2014-10-06,12.3,5.6,19,,,66,10.1,,,
2014-10-07,12.3,11,13.7,,,59,20.6,,,
2014-10-08,12.3,11,14,,,43,16.5,,,
2014-10-09,14.5,9.8,19,,,,4.3,,,
2014-10-10,14.6,10.7,20,,,,4.5,,,
2014-10-11,12.8,7,20,,,,3,,,
2014-10-12,12,6,19,,,,3.5,,,
2014-10-13,13.4,8,21,,,,2.7,,,
2014-10-14,14.3,7,22,,,,3,,,
2014-10-15,17,12,25,,,,6.6,,,
2014-10-16,17.1,14,21.2,,,253,10.8,,,
2014-10-17,16.8,12,23,,,,10,,,
2014-10-18,15.3,10,18.2,,,,9.5,,,
2014-10-19,10,6,16,,,,5.3,,,
2014-10-20,12.3,5,21,,,243,12.3,,,
2014-10-21,15.2,9,24,,,,6.4,,,
2014-10-22,12.6,9.8,17,,,53,9.5,,,
2014-10-23,11.6,8,15.2,,,,11.1,,,
2014-10-24,6.9,3.7,8.7,,,,23,,,
2014-10-25,1.9,0,3,,,46,37,,,
2014-10-26,2.3,0,4,,,46,20.7,,,
2014-10-27,4.4,1,9,,,,14,,,
2014-10-28,4,3,6,,,62,13.7,,,
2014-10-29,5.9,2.8,9,,,,5.7,,,
2014-10-30,7.2,6,9,,,,4.6,,,
2014-10-31,7.9,5,12.2,,,,6.9,,,
2014-11-01,5.5,3,9,,,,6.1,,,
2014-11-02,4.7,0.9,10,,,,5.5,,,
2014-11-03,4.4,-1.1,12,,,,3.8,,,
2014-11-04,3.2,-1.2,11,,,,5,,,
2014-11-05,3.3,-2,10,,,,5.3,,,
2014-11-06,5.4,2,10.4,,,239,9.3,,,
2014-11-07,9.6,4,20,,,,5.1,,,
2014-11-08,9.4,6.8,12,,,,9.1,,,
2014-11-09,10.8,9.4,12.5,,,,10.5,,,
2014-11-10,11,9,14,,,,8,,,
2014-11-11,8.7,8,10.1,,,,6,,,
2014-11-12,11.2,8,14.2,,,,9.9,,,
2014-11-13,11,10,12,,,72,15.6,,,
2014-11-14,7.9,5,10,,,56,21.2,,,
2014-11-15,5.9,5,7,,,57,12.2,,,
2014-11-16,6.2,5,7.1,,,54,10.7,,,
2014-11-17,7.3,6.7,8.6,,,55,11.9,,,
2014-11-18,6.4,5.9,7.6,,,61,12.6,,,
2014-11-19,7.1,5.7,8.2,,,55,9.8,,,
2014-11-20,7.2,6,8,,,,5.9,,,
2014-11-21,5.2,3,7,,,,6.6,,,
2014-11-22,3.9,2.5,5,,,,5.7,,,
2014-11-23,3.7,2.6,5,,,,4.9,,,
2014-11-24,2.4,0,4,,,71,14,,,
2014-11-25,-0.1,-1.5,1,,,,11.1,,,
2014-11-26,-1.9,-2.2,-1,,,,8,,,
2014-11-27,-1.1,-2,0,,,,6.6,,,
2014-11-28,-1.2,-2,0,,,,5.5,,,
2014-11-29,0.2,-1,2,,,74,12.5,,,
2014-11-30,-1.1,-2,0,,,77,13.2,,,
2014-12-01,-2.2,-3,-1.8,,,67,19.5,,,
2014-12-02,-0.9,-3,0.4,,,55,25.1,,,
2014-12-03,0.4,-0.1,1,,,49,31,,,
2014-12-04,-0.1,-0.4,0,,,54,16.4,,,
2014-12-05,0,-0.6,0.2,,,65,12.7,,,
2014-12-06,0.7,0,2,,,56,16.6,,,
2014-12-07,0.5,-0.2,1.1,,,63,20.5,,,
2014-12-08,0.5,-0.3,2,,,58,9.3,,,
2014-12-09,3.2,1,5,,,,24.3,,,
2014-12-10,,,,,,,,,,
2014-12-11,2.4,0.4,4,,,237,13.5,,,
2014-12-12,2.5,0,8,,,253,10.8,,,
2014-12-13,2,-2,10.5,,,,6.7,,,
2014-12-14,,,,,,,,,,
2014-12-15,0.3,-2,7.7,,,,7.6,,,
2014-12-16,0.4,-1.5,3,,,,4,,,
2014-12-17,1.6,-1,5,,,,9,,,
2014-12-18,2.4,1,4.1,,,,6.4,,,
2014-12-19,2.1,0,5.2,,,246,11.4,,,
2014-12-20,4.9,1,11.3,,,,7.8,,,
2014-12-21,3.4,-0.1,9,,,,7.5,,,
2014-12-22,2.3,-2,5.8,,,237,9.4,,,
2014-12-23,7.3,3,13,,,,8,,,
2014-12-24,8.6,4,16,,,247,9.4,,,
2014-12-25,5.3,1,11,,,,6.1,,,
2014-12-26,2.3,-1,5,,,,14.6,,,
2014-12-27,0.6,0,2,,,12,14.5,,,
2014-12-28,-1.8,-6,0.4,,,,13.8,,,
2014-12-29,-1.3,-3.9,0,,,,19.4,,,
2014-12-30,-7.1,-12,-4,,,,8.8,,,
2014-12-31,,,,,,,,,,
2015-01-01,-14.4,-22,-7,,,247,10.2,,,
2015-01-02,-5.1,-8,-2,,,238,15.6,,,
2015-01-03,-1.4,-5,2.4,,,,9.4,,,
2015-01-04,-0.9,-3,1,,,,9.9,,,
2015-01-05,-3.1,-8,3.9,,,,9.7,,,
2015-01-06,-3.5,-7.4,0.4,,,,10.2,,,
2015-01-07,-9.7,-15,-7,,,,10,,,
2015-01-08,-14.4,-19.3,-8,,,,3.7,,,
2015-01-09,-7.6,-18,0.5,,,,14.7,,,
2015-01-10,3.6,1,8,,,,14.6,,,
2015-01-11,4.6,-0.6,11,,,,9.6,,,
2015-01-12,,,,,,,,,,
2015-01-13,-1.3,-9,4.6,,,241,10.6,,,
2015-01-14,-1.7,-8,7,,,,4,,,
2015-01-15,-2.8,-8,0.8,,,,5.4,,,
2015-01-16,,,,,,,,,,
2015-01-17,-2.5,-4,-1,,,,5,,,
2015-01-18,-1.2,-5,5.4,,,230,9.8,,,
2015-01-19,2.4,0.8,7.8,,,,4.7,,,
2015-01-20,-1,-3.3,0,,,,6.3,,,
2015-01-21,0.8,0,2,,,51,10.7,,,
2015-01-22,1.8,1,3,,,54,10.8,,,
2015-01-23,3.8,1.9,6,,,60,20.2,,,
2015-01-24,3.6,1,5.1,,,59,34.4,,,
2015-01-25,1.7,0.9,3,,,69,18.1,,,
2015-01-26,2.3,1.7,3,,,,3.9,,,
2015-01-27,2.6,1.5,4,,,,6.8,,,
2015-01-28,2.1,0.8,4,,,,8.2,,,
2015-01-29,2.5,0,4.4,,,,6.5,,,
2015-01-30,1.9,-2.2,6.7,,,,6.6,,,
2015-01-31,9,4,12,,,,17.2,,,
2015-02-01,4.3,2,6,,,,10.9,,,
2015-02-02,3.1,1,6.3,,,,7.9,,,
2015-02-03,3.2,0,7,,,,8.2,,,
2015-02-04,1.6,-3,6.5,,,,8,,,
2015-02-05,3.6,0,7,,,,14.4,,,
2015-02-06,0.8,0,3,,,65,41.5,,,
2015-02-07,-1.5,-3,0,,,93,21.8,,,
2015-02-08,-1.9,-5,1,,,,16.2,,,
2015-02-09,-0.3,-2.2,3.5,,,,6,,,
2015-02-10,-2.7,-7,1,,,,9.5,,,
2015-02-11,-3.2,-9,1,,,,9.1,,,
2015-02-12,0,-3,4.5,,,,7.3,,,
2015-02-13,,,,,,,,,,
2015-02-14,0.3,-4.8,7,,,,4.6,,,
2015-02-15,0.8,-0.4,2,,,55,7.2,,,
2015-02-16,0.2,-1,1,,,65,21.4,,,
2015-02-17,-3.3,-5.1,-1,,,59,23.5,,,
2015-02-18,-3.1,-7,1.1,,,,7,,,
2015-02-19,-0.6,-6,5,,,250,9.7,,,
2015-02-20,3.2,0,8,,,,5.6,,,
2015-02-21,5,1,11,,,,5.7,,,
2015-02-22,4.1,-1.3,10.6,,,45,12,,,
2015-02-23,6.5,3.6,10.7,,,42,12.2,,,
2015-02-24,7.6,6.5,9,,,43,9.7,,,
2015-02-25,7.5,6.7,8.7,,,60,18.8,,,
2015-02-26,8.1,4,12.2,,,,14.5,,,
2015-02-27,6.1,0,12,,,,9,,,
2015-02-28,8.9,5,13.5,,,,9.7,,,
2015-03-01,6,4,8.2,,,,8.2,,,
2015-03-02,7.8,2.9,14,,,224,10.2,,,
2015-03-03,7.4,2,12.9,,,244,9.2,,,
2015-03-04,5.4,-1,12,,,,10,,,
2015-03-05,4.5,1.9,7,,,,24.3,,,
2015-03-06,2.6,0.9,4,,,52,32.3,,,
2015-03-07,3.7,2.6,6,,,51,29.1,,,
2015-03-08,3.9,0.6,7.3,,,59,21.9,,,
2015-03-09,3.8,-2,10,,,,9.7,,,
2015-03-10,3.7,-1,9,,,,8.6,,,
2015-03-11,4.2,-2,11,,,,8.7,,,
2015-03-12,6.2,0,13,,,,5.6,,,
2015-03-13,6.7,2,13,,,246,8,,,
2015-03-14,6.2,1,11.1,,,,7.7,,,
2015-03-15,8.3,6.7,11,,,55,20.8,,,
2015-03-16,8.3,4,13,,,60,18,,,
2015-03-17,6,2.6,10,,,,17,,,
2015-03-18,2.2,-2,7,,,,9.1,,,
2015-03-19,2.8,0,6,,,,8.2,,,
2015-03-20,2.8,-2,7,,,,7.8,,,
2015-03-21,7.8,2,14,,,,10.7,,,
2015-03-22,8.6,-1,17,,,,8.8,,,
2015-03-23,5,1.9,8,,,87,22.6,,,
2015-03-24,5.4,-2,13,,,,5.5,,,
2015-03-25,8.3,-1,17.2,,,76,11.6,,,
2015-03-26,11.2,3,20,,,,10.4,,,
2015-03-27,9,8,11,,,66,20.6,,,
2015-03-28,8.7,7.9,9.9,,,63,17.8,,,
2015-03-29,,,,,,,,,,
2015-03-30,10.7,6,15,,,244,13.2,,,
2015-03-31,11.7,8,17,,,243,15.4,,,
2015-04-01,10.8,7,15,,,,17.8,,,
2015-04-02,8.4,2,13,,,267,15.9,,,
2015-04-03,7.9,4,12,,,265,24.7,,,
2015-04-04,6.3,-1,12,,,,12.2,,,
2015-04-05,7.9,0.6,15,,,,11.2,,,
2015-04-06,4.9,3,9.8,,,70,24.3,,,
2015-04-07,7,4.2,11,,,359,16.3,,,
2015-04-08,7.4,1,13,,,331,9.6,,,
2015-04-09,8.4,1,15.1,,,,12.9,,,
2015-04-10,11.5,5,18,,,319,11,,,
2015-04-11,13.3,2,23,,,,9.2,,,
2015-04-12,15.1,5,25,,,,8.6,,,
2015-04-13,16.2,8,23,,,,7.6,,,
2015-04-14,11.3,8,15.7,,,,11.4,,,
2015-04-15,12.5,5,18.6,,,,13.3,,,
2015-04-16,16.5,9.9,25,,,,11.8,,,
2015-04-17,18.9,9,27,,,242,16.1,,,
2015-04-18,14.3,8,20,,,258,21.9,,,
2015-04-19,8,4,12,,,,11.5,,,
2015-04-20,10.3,3,16,,,,14.2,,,
2015-04-21,8.7,3,13,,,331,10.6,,,
2015-04-22,7.3,3,11.3,,,86,9.1,,,
2015-04-23,10.5,4,17,,,243,10.8,,,
2015-04-24,13.8,4.5,23,,,,7.7,,,
2015-04-25,15.8,7,24,,,,5.1,,,
2015-04-26,16.3,8,25,,,,5.9,,,
2015-04-27,17.3,8.5,27,,,65,8.1,,,
2015-04-28,14.9,11.1,19.1,,,60,13.3,,,
2015-04-29,13.2,10.7,17,,,261,10.1,,,
2015-04-30,12.2,9.7,16,,,,5.7,,,
2015-05-01,16.1,11,22,,,,10.9,,,
2015-05-02,15.2,13,18,,,,8.5,,,
2015-05-03,,,,,,,,,,
2015-05-04,17,12,24.1,,,,8.5,,,
2015-05-05,20.9,13.5,28,,,,4.2,,,
2015-05-06,19.9,15,27,,,,10,,,
2015-05-07,17.6,12.3,26,,,41,11,,,
2015-05-08,18.3,12,24,,,,7.6,,,
2015-05-09,17.6,14,22.1,,,73,13.5,,,
2015-05-10,15.8,11.5,20,,,,6.7,,,
2015-05-11,16.7,11,22,,,,10.3,,,
2015-05-12,17.1,9.4,22.5,,,,6.2,,,
2015-05-13,17.8,10,24.7,,,268,10.8,,,
2015-05-14,18.7,10.8,26.2,,,,8,,,
2015-05-15,18.4,12,23.8,,,,7.9,,,
2015-05-16,18,14,21,,,49,10,,,
2015-05-17,19,12,26,,,,5.4,,,
2015-05-18,19.3,13,25,,,,9.4,,,
2015-05-19,21,14.1,29,,,85,9.5,,,
2015-05-20,18.7,12.3,24,,,79,12,,,
2015-05-21,20.6,13,28,,,,9.1,,,
2015-05-22,20.4,13,27.5,,,68,11.1,,,
2015-05-23,21.1,12.9,28.1,,,,13.4,,,
2015-05-24,21.2,14,27.7,,,78,14.8,,,
2015-05-25,20.3,16,26,,,83,14.3,,,
2015-05-26,19,14,25,,,245,12.7,,,
2015-05-27,18.8,12,25,,,259,12.6,,,
2015-05-28,15.4,12.6,19,,,,9.5,,,
2015-05-29,15.8,12,21,,,,6.7,,,
2015-05-30,17.8,9.9,25,,,,,,,
2015-05-31,18.9,10.2,26,,,,6.5,,,
2015-06-01,,,,,,,,,,
2015-06-02,21.8,12.1,29,,,,4.6,,,
2015-06-03,22.4,15,30,,,,5,,,
2015-06-04,21.2,15,29,,,,7.5,,,
2015-06-05,20.6,17.4,25.4,,,11,11.2,,,
2015-06-06,21.5,14.3,27,,,38,15.2,,,
2015-06-07,21.3,13.1,28,,,,11.6,,,
2015-06-08,20.7,12.9,27,,,54,13.9,,,
2015-06-09,21.4,13,29,,,,10.1,,,
2015-06-10,22.4,17,29.3,,,,14,,,
2015-06-11,23,15.6,29,,,,12.2,,,
2015-06-12,22.3,17,30,,,,6.1,,,
2015-06-13,23.6,15.3,31,,,,5.4,,,
2015-06-14,25.1,17,33,,,,6.6,,,
2015-06-15,23.9,17,30.8,,,,7.6,,,
2015-06-16,21.2,18.7,25,,,,8.9,,,
2015-06-17,18.4,15.6,22.3,,,,8.7,,,
2015-06-18,19.9,14,25,,,71,11,,,
2015-06-19,21.3,16.9,26.5,,,,7.2,,,
2015-06-20,19.9,16,26,,,,7.4,,,
2015-06-21,14.6,13,16.1,,,,6.8,,,
2015-06-22,17.6,11,24,,,,7.9,,,
2015-06-23,19.9,12,27,,,,5.2,,,
2015-06-24,22.2,12.5,30,,,,6.2,,,
2015-06-25,19.2,16,22.3,,,,12.4,,,
2015-06-26,16.7,14,19.6,,,,7.4,,,
2015-06-27,20.3,15.9,26,,,,8.7,,,
2015-06-28,20,15,26,,,,6.9,,,
2015-06-29,20.9,17,25.4,,,,8.3,,,
2015-06-30,22,16,27.7,,,,7.3,,,
2015-07-01,22.8,17,28.4,,,,5.8,,,
2015-07-02,20.7,16,27,,,,8,,,
2015-07-03,20.9,14,25.6,,,,9.3,,,
2015-07-04,19.5,17,24,,,,9.2,,,
2015-07-05,22.4,16.8,28.6,,,,4.4,,,
2015-07-06,25.3,16.5,32,,,,4.5,,,
2015-07-07,27.3,19,35,,,,5.8,,,
2015-07-08,28.4,19.5,35.2,,,,5.5,,,
2015-07-09,27.4,17.6,35,,,,5.3,,,
2015-07-10,20.4,17,25.7,,,92,8.7,,,
2015-07-11,20.9,16.5,26.6,,,,9.3,,,
2015-07-12,21.1,13.9,27,,,,9.8,,,
2015-07-13,,,,,,,,,,
2015-07-14,20.7,18,25,,,,7.2,,,
2015-07-15,23.1,15,30,,,,9,,,
2015-07-16,24.5,17.2,30,,,,8.9,,,
2015-07-17,25.4,17.9,32,,,,5.8,,,
2015-07-18,26.9,17.5,34.1,,,,,,,
2015-07-19,27.8,20.3,34,,,,7.1,,,
2015-07-20,27.6,18.7,35,,,,7.4,,,
2015-07-21,27.3,23,32,,,72,14.9,,,
2015-07-22,27.1,18.9,34,,,,7,,,
2015-07-23,27.1,17.9,34,,,,7.8,,,
2015-07-24,26.1,16.1,33,,,,8,,,
2015-07-25,25.6,15.3,33,,,,9.2,,,
2015-07-26,27.2,19,35.5,,,,9.4,,,
2015-07-27,25.7,19,31,,,,5.5,,,
2015-07-28,27.5,21,34.5,,,,7.7,,,
2015-07-29,27.3,18.8,35,,,,7.7,,,
2015-07-30,29,21.4,37,,,,7.9,,,
2015-07-31,25,21,29.2,,,70,14.5,,,
2015-08-01,22,17,27,,,76,16,,,
2015-08-02,22.8,16,29.3,,,,9.5,,,
2015-08-03,24.1,16,31,,,,9.2,,,
2015-08-04,26.5,19,33.3,,,,10.3,,,
2015-08-05,28.6,22,35,,,28,12.3,,,
2015-08-06,28,21,34.9,,,,14,,,
2015-08-07,27.3,19.4,33.8,,,44,13.9,,,
2015-08-08,25.3,18.4,32,,,65,13.9,,,
2015-08-09,25.1,17,32.6,,,,13,,,
2015-08-10,25.5,16,33.7,,,,9.9,,,
2015-08-11,27.4,21,35.1,,,,12.9,,,
2015-08-12,27.3,19,32.3,,,,12.9,,,
2015-08-13,27.2,20,34,,,,9.6,,,
2015-08-14,25.7,20,32,,,,6.7,,,
2015-08-15,26.6,18,34,,,,6.7,,,
2015-08-16,27.5,18.9,36,,,,7.6,,,
2015-08-17,24,20,29,,,65,13.7,,,
2015-08-18,22.2,17.6,27.5,,,,9.1,,,
2015-08-19,17.6,16.7,19.4,,,66,20.6,,,
2015-08-20,16.2,14.5,17,,,54,24.1,,,
2015-08-21,16.1,14,19,,,47,14.6,,,
2015-08-22,15.9,14,18,,,,10.8,,,
2015-08-23,19.6,15,25,,,,8.4,,,
2015-08-24,21,13,29,,,,6.2,,,
2015-08-25,22,15,29,,,,6.5,,,
2015-08-26,22.3,14.9,31,,,,5.1,,,
