# Spec No	Date (DD/MM/YYYY)	Time (hh:mm:ss)	Fractional day	Fractional time	Latitude	Longitude	Elev. viewing angle	Azim. viewing angle	NO2.RMS	NO2.SlCol(no2)	NO2.SlErr(no2)	NO2.SlCol(o3)	NO2.SlErr(o3)	NO2.SlCol(o4)	NO2.SlErr(o4)	NO2.SlCol(h2o)	NO2.SlErr(h2o)	NO2.SlCol(ring)	NO2.SlErr(ring)	NO2.Shift(Spectrum)	NO2.Stretch(Spectrum)1	NO2.Stretch(Spectrum)2	Fluxes 500
198	18/03/2019	12:35:11	77.524444	12.5866666666667	44	28	6	185	0.00045821	1.9842E+016	322500000000000	3.7027E+018	3.3468E+017	3.7149E+043	1.8182E+041	2.0321E+023	4.316E+021	0.0070907	0.00045359	-0.020373	-2.6548E-05	0	7514.86
199	18/03/2019	12:36:36	77.525417	12.61	44	28	18	185	0.00051858	1.0409E+016	364990000000000	2.4289E+018	3.7877E+017	1.8474E+043	2.0577E+041	8.3266E+022	4.8847E+021	0.0073215	0.00051335	-0.014209	3.6698E-05	0	10888.01
200	18/03/2019	12:37:21	77.525937	12.6225	44	28	30	185	0.00049913	3122400000000000	351300000000000	1.6147E+018	3.6456E+017	9.7281E+042	1.9805E+041	4.6698E+022	4.7014E+021	0.012283	0.00049409	-0.012336	5.1268E-05	0	9588.242
201	18/03/2019	12:38:05	77.526458	12.635	44	28	48	185	0.00082418	309570000000000	580080000000000	-8.2303E+018	6.0198E+017	-1.9086E+041	3.2703E+041	1.1985E+022	7.7632E+021	0.026308	0.00081587	0.010672	0.000353	0	11931.27
202	18/03/2019	12:38:51	77.526979	12.6475	44	28	60	185	0.0010965	2976800000000000	771730000000000	-3.1885E+018	8.0086E+017	2.3667E+042	4.3508E+041	3.2652E+022	1.0328E+022	0.010937	0.0010854	0.034549	0.00042379	0	12478.84
203	18/03/2019	12:40:12	77.527917	12.67	44	28	89	185	0.00037419	-516820000000000	263360000000000	-8.1883E+017	2.733E+017	2.5801E+042	1.4848E+041	2.9844E+022	3.5246E+021	-0.0031027	0.00037041	0.0058404	0.00020625	0	3039.259
204	18/03/2019	12:41:28	77.528796	12.6911111111111	44	28	3	185	0.0010568	1.0937E+016	743830000000000	7.1724E+018	7.7191E+017	1.8166E+043	4.1935E+041	7.962E+022	9.9546E+021	-0.0087086	0.0010462	0.019295	8.8043E-05	0	2811.984
205	18/03/2019	12:47:10	77.532766	12.7863888888889	44	28	89	185	0.00061262	591270000000000	431180000000000	-5.5854E+017	4.4746E+017	6.0667E+041	2.4309E+041	1.3081E+021	5.7704E+021	-0.0024987	0.00060644	0.0065145	0.00027655	0	6270.067
206	18/03/2019	12:48:25	77.533623	12.8069444444444	44	28	3	185	0.001637	8619700000000000	1152200000000000	5.8319E+018	1.1957E+018	1.5172E+043	6.4955E+041	6.1396E+022	1.5419E+022	-0.011017	0.0016205	0.015264	2.8237E-05	0	1395.29
207	18/03/2019	12:49:06	77.534109	12.8186111111111	44	28	6	185	0.00043407	2.1532E+016	305510000000000	4.5471E+018	3.1705E+017	3.7603E+043	1.7224E+041	1.9719E+023	4.0886E+021	0.0071553	0.00042969	-0.021054	-3.1311E-05	0	6981.613
208	18/03/2019	12:49:48	77.534595	12.8302777777778	44	28	12	185	0.00054061	1.3628E+016	380500000000000	3.3445E+018	3.9486E+017	3.1442E+043	2.1451E+041	1.3965E+023	5.0922E+021	0.0057542	0.00053516	-0.015498	3.3673E-05	0	12294.02
209	18/03/2019	12:50:30	77.535081	12.8419444444444	44	28	18	185	0.00052729	7928300000000000	371120000000000	3.3917E+018	3.8513E+017	2.1622E+043	2.0923E+041	8.5797E+022	4.9667E+021	0.0071954	0.00052197	-0.015414	3.5372E-05	0	11683.06
210	18/03/2019	12:51:16	77.535602	12.8544444444444	44	28	30	185	0.00045338	3196300000000000	319100000000000	3.0101E+018	3.3114E+017	1.1407E+043	1.799E+041	5.1928E+022	4.2705E+021	0.0071563	0.0004488	-0.014173	5.1196E-05	0	8290.209
211	18/03/2019	12:52:00	77.536123	12.8669444444444	44	28	48	185	0.00054995	912970000000000	387070000000000	2.5106E+018	4.0168E+017	3.1019E+042	2.1822E+041	-7.6617E+021	5.1801E+021	0.00632	0.0005444	0.0069989	0.00027583	0	8063.411
212	18/03/2019	12:52:46	77.536644	12.8794444444444	44	28	60	185	0.001276	4613500000000000	898060000000000	-3.6652E+018	9.3196E+017	-1.7025E+042	5.063E+041	6.1624E+022	1.2019E+022	0.015168	0.0012631	0.032259	0.00049599	0	10326.07
213	18/03/2019	12:54:06	77.537581	12.9019444444444	44	28	89	185	0.0004617	663480000000000	324960000000000	2.2362E+018	3.3723E+017	2.0467E+042	1.832E+041	1.6448E+022	4.3489E+021	-0.0055451	0.00045704	0.0028185	0.00024523	0	3048.57
214	18/03/2019	12:56:01	77.538912	12.9338888888889	44	28	3	185	0.0017347	9.7551E+015	1220900000000000	7.9008E+018	1.267E+018	1.4645E+043	6.8831E+041	8.236E+022	1.6339E+022	-0.012868	0.0017172	0.014372	2.8158E-05	0	1361.358
215	18/03/2019	12:56:44	77.539398	12.9455555555556	44	28	6	185	0.00044572	1.954E+016	313710000000000	5.3533E+018	3.2555E+017	3.8963E+043	1.7686E+041	2.0102E+023	4.1984E+021	0.0055878	0.00044122	-0.020655	-1.8621E-05	0	7012.725
216	18/03/2019	12:57:25	77.539884	12.9572222222222	44	28	12	185	0.00053662	1.2855E+016	377690000000000	4.1952E+018	3.9195E+017	3.1857E+043	2.1293E+041	1.3542E+023	5.0546E+021	0.0047393	0.00053121	-0.014456	4.3998E-05	0	11862.27
217	18/03/2019	12:58:08	77.54037	12.9688888888889	44	28	18	185	0.00052866	1.0551E+016	372080000000000	3.6335E+018	3.8613E+017	2.1612E+043	2.0977E+041	8.3933E+022	4.9796E+021	0.0071463	0.00052332	-0.014179	3.7501E-05	0	11149.65
218	18/03/2019	12:58:52	77.540891	12.9813888888889	44	28	30	185	0.00045041	3240300000000000	317010000000000	3.078E+018	3.2898E+017	1.0993E+043	1.7872E+041	3.458E+022	4.2425E+021	0.0057621	0.00044586	-0.012478	5.3092E-05	0	8472.804
219	18/03/2019	12:59:38	77.541412	12.9938888888889	44	28	48	185	0.00051529	622830000000000	362670000000000	1.206E+018	3.7636E+017	5.4487E+042	2.0446E+041	2.8388E+022	4.8536E+021	0.0048608	0.00051009	0.010343	0.00024523	0	7546.221
220	18/03/2019	13:00:23	77.541933	13.0063888888889	44	28	60	185	0.0010534	1449300000000000	741380000000000	1.0416E+019	7.6937E+017	6.6487E+042	4.1797E+041	2.1612E+022	9.9219E+021	0.0019256	0.0010427	0.032536	0.00044157	0	8740.822
221	18/03/2019	13:01:43	77.54287	13.0288888888889	44	28	89	185	0.00042238	980080000000000	297290000000000	2.6288E+018	3.0851E+017	9.7405E+041	1.676E+041	6.0872E+021	3.9785E+021	-0.0042229	0.00041812	0.0070827	0.00021747	0	2988.379
222	18/03/2019	13:02:40	77.54353	13.0447222222222	44	28	3	185	0.0017369	1.0203E+016	1222500000000000	8.0594E+018	1.2686E+018	1.6099E+043	6.8918E+041	7.734E+022	1.636E+022	-0.01052	0.0017193	0.017012	1.4938E-05	0	1353.52
223	18/03/2019	13:03:23	77.544016	13.0563888888889	44	28	6	185	0.00042385	2.1183E+016	298320000000000	4.9785E+018	3.0958E+017	3.8799E+043	1.6818E+041	2.0276E+023	3.9924E+021	0.0072287	0.00041958	-0.018989	-3.5895E-05	0	6778.339
224	18/03/2019	13:04:04	77.544502	13.0680555555556	44	28	12	185	0.00052662	1.5496E+016	370650000000000	4.5577E+018	3.8464E+017	3.0902E+043	2.0896E+041	1.3559E+023	4.9603E+021	0.0053196	0.0005213	-0.013809	2.8144E-05	0	11561.07
225	18/03/2019	13:04:47	77.544988	13.0797222222222	44	28	18	185	0.00050327	9.8325E+015	354220000000000	4.151E+018	3.6759E+017	2.0862E+043	1.997E+041	8.9358E+022	4.7404E+021	0.0063602	0.00049819	-0.012969	3.3897E-05	0	10554.84
226	18/03/2019	13:05:32	77.545509	13.0922222222222	44	28	30	185	0.00044377	4906500000000000	312340000000000	3.7725E+018	3.2413E+017	1.1522E+043	1.7609E+041	5.1195E+022	4.18E+021	0.0086881	0.00043929	-0.01247	4.0873E-05	0	8495.556
227	18/03/2019	13:06:17	77.54603	13.1047222222222	44	28	48	185	0.00053477	2937600000000000	376380000000000	1.9412E+018	3.9059E+017	3.9475E+042	2.1219E+041	1.4211E+022	5.0371E+021	0.0081772	0.00052937	0.0084696	0.00021589	0	7147.377
228	18/03/2019	13:07:02	77.546551	13.1172222222222	44	28	60	185	0.001471	3903800000000000	1.0353E+015	-9.1828E+018	1.0744E+018	-5.7877E+042	5.8367E+041	-9.7187E+022	1.3855E+022	0.0069079	0.0014561	0.028745	0.00041426	0	7879.047
229	18/03/2019	13:08:22	77.547488	13.1397222222222	44	28	89	185	0.00045524	1489400000000000	320410000000000	4.069E+018	3.3251E+017	2.7663E+042	1.8064E+041	1.1998E+022	4.288E+021	-0.0066116	0.00045065	0.0023571	0.00018435	0	2877.221
230	18/03/2019	13:09:20	77.548148	13.1555555555556	44	28	3	185	0.0018472	9.9473E+015	1300100000000000	6.2489E+018	1.3492E+018	1.6909E+043	7.3297E+041	8.9428E+022	1.7399E+022	-0.013619	0.0018286	0.015591	-9.1877E-06	0	1290.815
231	18/03/2019	13:10:01	77.548634	13.1672222222222	44	28	6	185	0.00039897	2.1408E+016	280810000000000	6.439E+018	2.9141E+017	4.0402E+043	1.5831E+041	1.9838E+023	3.758E+021	0.0057017	0.00039494	-0.017584	-3.7756E-05	0	6374.325
232	18/03/2019	13:10:43	77.54912	13.1788888888889	44	28	12	185	0.00051799	1.7544E+016	364570000000000	4.6432E+018	3.7834E+017	3.1523E+043	2.0554E+041	1.4155E+023	4.8791E+021	0.0051878	0.00051276	-0.012553	2.0871E-05	0	11123.18
233	18/03/2019	13:11:25	77.549606	13.1905555555556	44	28	18	185	0.00050228	1.4703E+016	353520000000000	4.675E+018	3.6687E+017	2.1771E+043	1.993E+041	9.7099E+022	4.7312E+021	0.005986	0.00049722	-0.013009	1.7077E-05	0	10072.63
234	18/03/2019	13:12:10	77.550127	13.2030555555556	44	28	30	185	0.00046111	6107700000000000	324540000000000	4.422E+018	3.368E+017	1.2006E+043	1.8297E+041	4.7219E+022	4.3433E+021	0.0085476	0.00045646	-0.012542	1.4209E-05	0	8989.379
235	18/03/2019	13:12:55	77.550648	13.2155555555556	44	28	48	185	0.00042426	3201700000000000	298600000000000	1.59E+018	3.0988E+017	6.4352E+042	1.6834E+041	3.3902E+022	3.9962E+021	0.0065444	0.00041998	0.0067545	0.00017401	0	6690.071
236	18/03/2019	13:13:40	77.551169	13.2280555555556	44	28	60	185	0.00083015	4600900000000000	584280000000000	3.0084E+018	6.0634E+017	1.3602E+042	3.294E+041	1.4183E+022	7.8194E+021	0.0079211	0.00082177	0.024832	0.00037872	0	6796.213
237	18/03/2019	13:15:02	77.552106	13.2505555555556	44	28	89	185	0.00044787	3106300000000000	315220000000000	2.4177E+018	3.2712E+017	3.2002E+042	1.7771E+041	7.3215E+021	4.2186E+021	-0.0076877	0.00044335	0.0031246	0.00016353	0	2686.751
238	18/03/2019	13:15:59	77.552766	13.2663888888889	44	28	3	185	0.0018767	1.2209E+016	1320900000000000	9.4136E+018	1.3707E+018	1.6769E+043	7.4467E+041	8.174E+022	1.7677E+022	-0.015742	0.0018578	0.017455	-2.5044E-05	0	1275.533
239	18/03/2019	13:16:40	77.553252	13.2780555555556	44	28	6	185	0.00039294	2.5791E+016	276560000000000	5.7841E+018	2.87E+017	3.898E+043	1.5592E+041	2.1188E+023	3.7012E+021	0.0065289	0.00038898	-0.014561	-4.9777E-05	0	6409.316
240	18/03/2019	13:17:23	77.553738	13.2897222222222	44	28	12	185	0.00051267	1.7675E+016	360830000000000	4.8885E+018	3.7445E+017	3.1608E+043	2.0343E+041	1.4846E+023	4.829E+021	0.0057851	0.0005075	-0.010026	5.2295E-06	0	11140.82
241	18/03/2019	13:18:05	77.554225	13.3013888888889	44	28	18	185	0.0004884	9.5749E+015	343750000000000	4.3897E+018	3.5673E+017	2.179E+043	1.938E+041	1.0218E+023	4.6004E+021	0.0060849	0.00048347	-0.0098101	3.5006E-06	0	9967.485
242	18/03/2019	13:18:50	77.554745	13.3138888888889	44	28	30	185	0.00042816	4907100000000000	301350000000000	4.0522E+018	3.1273E+017	1.2853E+043	1.6989E+041	5.9582E+022	4.033E+021	0.0064738	0.00042384	-0.0081404	1.4166E-05	0	7853.339
243	18/03/2019	13:19:35	77.555266	13.3263888888889	44	28	48	185	0.00045377	2316600000000000	319380000000000	2.305E+018	3.3143E+017	5.9714E+042	1.8006E+041	3.4181E+022	4.2742E+021	0.0093345	0.00044919	0.0082763	0.00015187	0	7104.314
244	18/03/2019	13:20:19	77.555787	13.3388888888889	44	28	60	185	0.00088438	3256200000000000	622450000000000	2.5281E+018	6.4595E+017	5.9204E+042	3.5092E+041	-2.6551E+022	8.3302E+021	-0.003288	0.00087546	0.028914	0.0003541	0	6814.072
245	18/03/2019	13:21:41	77.556725	13.3613888888889	44	28	89	185	0.00038283	1877300000000000	269450000000000	1.149E+018	2.7962E+017	3.9019E+042	1.5191E+041	1.7464E+021	3.606E+021	-0.0059873	0.00037897	0.0062199	0.00013574	0	2780.529
246	18/03/2019	13:22:38	77.557384	13.3772222222222	44	28	3	185	0.00193	1.0875E+016	1358400000000000	6.1009E+018	1.4097E+018	1.7749E+043	7.6581E+041	1.1878E+023	1.8179E+022	-0.013059	0.0019105	0.020025	-4.7589E-05	0	1257.432
247	18/03/2019	13:23:20	77.55787	13.3888888888889	44	28	6	185	0.00038823	2.3828E+016	273250000000000	6.7432E+018	2.8356E+017	4.1093E+043	1.5405E+041	2.2833E+023	3.6568E+021	0.0058056	0.00038431	-0.013714	-7.1874E-05	0	6317.326
248	18/03/2019	13:24:01	77.558356	13.4005555555556	44	28	12	185	0.00050962	1.8543E+016	358690000000000	5.658E+018	3.7223E+017	3.311E+043	2.0222E+041	1.5612E+023	4.8003E+021	0.0044953	0.00050448	-0.0085555	-9.4489E-06	0	10871.88
249	18/03/2019	13:24:43	77.558843	13.4122222222222	44	28	18	185	0.00046787	1.3486E+016	329300000000000	4.8097E+018	3.4173E+017	2.2775E+043	1.8565E+041	1.0493E+023	4.407E+021	0.0057631	0.00046315	-0.0082039	-1.4625E-05	0	9430.647
250	18/03/2019	13:25:28	77.559363	13.4247222222222	44	28	30	185	0.00040051	6131700000000000	281890000000000	3.6787E+018	2.9253E+017	1.3052E+043	1.5892E+041	5.3692E+022	3.7725E+021	0.0055559	0.00039647	-0.006693	2.2333E-06	0	7104.678
251	18/03/2019	13:26:14	77.559884	13.4372222222222	44	28	48	185	0.000394	4181000000000000	277310000000000	2.5056E+018	2.8778E+017	7.2438E+042	1.5634E+041	3.4991E+022	3.7112E+021	0.0046709	0.00039003	0.0079518	0.00012913	0	5915.426
252	18/03/2019	13:26:59	77.560405	13.4497222222222	44	28	60	185	0.00082432	4241700000000000	580180000000000	1.055E+019	6.0208E+017	8.5421E+042	3.2709E+041	9.3416E+022	7.7645E+021	0.00053954	0.000816	0.026331	0.00030681	0	5963.192
253	18/03/2019	13:28:19	77.561343	13.4722222222222	44	28	89	185	0.0003278	2.6066E+015	230710000000000	3.07E+018	2.3942E+017	4.379E+042	1.3007E+041	1.421E+022	3.0876E+021	-0.0080275	0.00032449	0.0043101	7.411E-05	0	2671.6
254	18/03/2019	13:29:17	77.562002	13.4880555555556	44	28	3	185	0.0019262	1.634E+016	1.3557E+015	9.9895E+018	1.4069E+018	1.8556E+043	7.6432E+041	9.0193E+022	1.8144E+022	-0.014838	0.0019068	0.022288	-6.2084E-05	0	1245.699
255	18/03/2019	13:29:59	77.562488	13.4997222222222	44	28	6	185	0.00040922	4.4446E+016	288020000000000	6.2051E+018	2.9889E+017	3.8437E+043	1.6238E+041	2.0906E+023	3.8545E+021	0.0064209	0.00040509	-0.010287	-8.2763E-05	0	6154.638
256	18/03/2019	13:30:40	77.562975	13.5113888888889	44	28	12	185	0.00050487	2.7155E+016	355340000000000	5.2915E+018	3.6875E+017	3.2845E+043	2.0033E+041	1.5029E+023	4.7555E+021	0.0051397	0.00049977	-0.0058736	-2.958E-05	0	10868.47
257	18/03/2019	13:31:23	77.563461	13.5230555555556	44	28	18	185	0.00047134	8110700000000000	331750000000000	5.4888E+018	3.4427E+017	2.3734E+043	1.8703E+041	1.097E+023	4.4397E+021	0.0036149	0.00046659	-0.0047657	-2.8834E-05	0	9051.996
258	18/03/2019	13:32:08	77.563981	13.5355555555556	44	28	30	185	0.00040715	5452900000000000	286560000000000	5.0919E+018	2.9738E+017	1.3911E+043	1.6155E+041	6.2377E+022	3.835E+021	0.0056751	0.00040304	-0.0038	-2.0194E-05	0	7340.083
259	18/03/2019	13:32:53	77.564502	13.5480555555556	44	28	48	185	0.00040352	2413600000000000	284010000000000	2.0718E+018	2.9473E+017	8.7917E+042	1.6012E+041	4.5489E+022	3.8009E+021	0.0070407	0.00039945	0.010786	0.00012352	0	5732.427
260	18/03/2019	13:33:38	77.565023	13.5605555555556	44	28	60	185	0.00072445	1461100000000000	509890000000000	1.0426E+019	5.2914E+017	8.4808E+042	2.8746E+041	-2.5258E+022	6.8238E+021	-0.0018388	0.00071714	0.027887	0.00028549	0	5567.859
261	18/03/2019	13:34:58	77.565961	13.5830555555556	44	28	89	185	0.00035643	1866400000000000	250870000000000	1.7526E+018	2.6034E+017	5.5288E+042	1.4143E+041	1.8677E+022	3.3573E+021	-0.0085852	0.00035283	0.0039736	5.5018E-05	0	2504.829
262	18/03/2019	13:35:55	77.56662	13.5988888888889	44	28	3	185	0.0019402	1.2004E+016	1.3656E+015	1.5002E+019	1.4171E+018	2.0249E+043	7.6988E+041	1.1185E+023	1.8276E+022	-0.017358	0.0019207	0.022369	-6.959E-05	0	1228.236
263	18/03/2019	13:36:38	77.567106	13.6105555555556	44	28	6	185	0.00039592	2.9243E+016	278660000000000	6.9627E+018	2.8918E+017	4.2558E+043	1.571E+041	2.2816E+023	3.7293E+021	0.0056054	0.00039192	-0.011002	-8.9955E-05	0	6040.887
264	18/03/2019	13:37:20	77.567593	13.6222222222222	44	28	12	185	0.00051538	2.4718E+016	362740000000000	6.1879E+018	3.7643E+017	3.4193E+043	2.045E+041	1.5771E+023	4.8545E+021	0.0044471	0.00051018	-0.0063286	-2.5929E-05	0	10900.06
265	18/03/2019	13:38:01	77.568079	13.6338888888889	44	28	18	185	0.00048443	2.1275E+016	340960000000000	5.9356E+018	3.5383E+017	2.2584E+043	1.9222E+041	1.0329E+023	4.563E+021	0.0066973	0.00047954	-0.006192	-2.7845E-05	0	9564.733
266	18/03/2019	13:38:46	77.5686	13.6463888888889	44	28	30	185	0.00037931	5086800000000000	266970000000000	4.9786E+018	2.7705E+017	1.4545E+043	1.5051E+041	6.3667E+022	3.5729E+021	0.0021578	0.00037549	-0.0039148	-1.138E-05	0	6591.706
267	18/03/2019	13:39:31	77.56912	13.6588888888889	44	28	48	185	0.00038918	3174300000000000	273910000000000	1.5374E+018	2.8425E+017	7.3876E+042	1.5442E+041	4.0325E+022	3.6658E+021	0.0041222	0.00038525	0.010611	0.00011428	0	5247.126
268	18/03/2019	13:40:17	77.569641	13.6713888888889	44	28	60	185	0.00096715	4.3382E+015	680710000000000	-9.1112E+018	7.0641E+017	-3.4674E+042	3.8376E+041	2.6634E+022	9.1099E+021	0.0064767	0.0009574	0.028715	0.00029095	0	5126.944
269	18/03/2019	13:41:38	77.570579	13.6938888888889	44	28	89	185	0.00037922	2573400000000000	266900000000000	3.7186E+018	2.7698E+017	4.8791E+042	1.5047E+041	2.765E+022	3.572E+021	-0.0075122	0.00037539	0.0037138	4.2665E-05	0	2591.545
270	18/03/2019	13:42:34	77.571238	13.7097222222222	44	28	3	185	0.002136	1.4572E+016	1503400000000000	1.0467E+019	1.5601E+018	1.9802E+043	8.4755E+041	1.0882E+023	2.0119E+022	-0.019298	0.0021144	0.02264	-9.3521E-05	0	1158.372
271	18/03/2019	13:43:16	77.571725	13.7213888888889	44	28	6	185	0.00038296	3.2667E+016	269530000000000	8.2898E+018	2.7971E+017	4.3723E+043	1.5196E+041	2.2815E+023	3.6072E+021	0.0030117	0.00037909	-0.0092544	-8.7098E-05	0	5595.049
272	18/03/2019	13:43:59	77.572211	13.7330555555556	44	28	12	185	0.00050277	2.5009E+016	353860000000000	6.5843E+018	3.6722E+017	3.6069E+043	1.995E+041	1.6166E+023	4.7357E+021	0.003287	0.0004977	-0.0060102	-3.8699E-05	0	10430.67
273	18/03/2019	13:44:41	77.572697	13.7447222222222	44	28	18	185	0.00043305	1.0891E+016	304800000000000	6.134E+018	3.163E+017	2.5377E+043	1.7183E+041	1.1559E+023	4.0791E+021	0.0027252	0.00042869	-0.0053706	-3.1927E-05	0	8248.632
274	18/03/2019	13:45:25	77.573218	13.7572222222222	44	28	30	185	0.00036403	6006100000000000	256220000000000	5.5134E+018	2.6589E+017	1.509E+043	1.4445E+041	6.9449E+022	3.4289E+021	0.0031344	0.00036036	-0.0037023	-1.6679E-05	0	6473.661
275	18/03/2019	13:46:10	77.573738	13.7697222222222	44	28	48	185	0.00048333	4593600000000000	340180000000000	5.2216E+018	3.5302E+017	6.5137E+042	1.9178E+041	2.8849E+022	4.5526E+021	-0.00025257	0.00047845	0.008548	0.00011086	0	4922.24
276	18/03/2019	13:46:55	77.574259	13.7822222222222	44	28	60	185	0.00065301	4775800000000000	459600000000000	6.8363E+018	4.7695E+017	8.2978E+042	2.5911E+041	-3.0413E+022	6.1508E+021	-0.011646	0.00064642	0.023492	0.0002581	0	4618.675
277	18/03/2019	13:48:17	77.575197	13.8047222222222	44	28	89	185	0.00039288	3926600000000000	276520000000000	6.0172E+018	2.8696E+017	6.7048E+042	1.5589E+041	3.9658E+022	3.7006E+021	-0.0087067	0.00038892	0.0021669	4.3703E-05	0	2382.162
278	18/03/2019	13:49:47	77.576238	13.8297222222222	44	28	3	185	0.0019125	1.3407E+016	1346100000000000	1.2073E+019	1.3969E+018	2.1688E+043	7.5887E+041	8.1515E+022	1.8014E+022	-0.012435	0.0018932	0.022446	-5.2765E-05	0	1306.467
279	18/03/2019	13:50:28	77.576725	13.8413888888889	44	28	6	185	0.00041706	3.118E+016	293540000000000	7.9987E+018	3.0462E+017	4.4741E+043	1.6549E+041	2.2596E+023	3.9284E+021	0.0040712	0.00041286	-0.0087793	-6.9138E-05	0	6232.923
280	18/03/2019	13:51:11	77.577211	13.8530555555556	44	28	12	185	0.00055018	2.4532E+016	387230000000000	6.9579E+018	4.0185E+017	3.8331E+043	2.1831E+041	1.6637E+023	5.1823E+021	0.0038203	0.00054463	-0.0065633	-2.6619E-05	0	12178.81
281	18/03/2019	13:51:52	77.577697	13.8647222222222	44	28	18	185	0.00048863	1.2917E+016	343910000000000	6.8523E+018	3.5689E+017	2.6832E+043	1.9388E+041	1.1254E+023	4.6025E+021	0.0027196	0.0004837	-0.006705	-2.5209E-05	0	9595.737
282	18/03/2019	13:52:38	77.578218	13.8772222222222	44	28	30	185	0.00040303	6805100000000000	283660000000000	6.0978E+018	2.9437E+017	1.6312E+043	1.5992E+041	6.6023E+022	3.7962E+021	0.003541	0.00039896	-0.0048851	2.0184E-06	0	7046.043
283	18/03/2019	13:53:22	77.578738	13.8897222222222	44	28	48	185	0.00048725	4141300000000000	342940000000000	9.4179E+018	3.5589E+017	1.323E+043	1.9334E+041	3.0523E+022	4.5895E+021	-0.0039984	0.00048234	0.0069699	0.00011571	0	5346.739
284	18/03/2019	13:54:07	77.579259	13.9022222222222	44	28	60	185	0.00069304	5351100000000000	487780000000000	8.0027E+018	5.0619E+017	5.0061E+042	2.75E+041	-2.895E+022	6.5279E+021	-0.009159	0.00068605	0.020298	0.00026774	0	4752.33
285	18/03/2019	13:55:28	77.580197	13.9247222222222	44	28	89	185	0.00039226	3609500000000000	276090000000000	5.9114E+018	2.8651E+017	6.9986E+042	1.5565E+041	2.1029E+022	3.6948E+021	-0.012007	0.0003883	0.0014006	4.4916E-05	0	2482.877
286	18/03/2019	13:56:25	77.580856	13.9405555555556	44	28	3	185	0.0021258	1.3431E+016	1496200000000000	1.2646E+019	1.5527E+018	2.5162E+043	8.4353E+041	1.1905E+023	2.0024E+022	-0.016683	0.0021044	0.022117	-6.8132E-05	0	1210.221
287	18/03/2019	13:57:07	77.581343	13.9522222222222	44	28	6	185	0.00039551	2.8643E+016	278370000000000	8.7431E+018	2.8888E+017	4.7759E+043	1.5694E+041	2.4494E+023	3.7254E+021	0.0010983	0.00039152	-0.0089709	-6.9366E-05	0	5859.601
288	18/03/2019	13:57:49	77.581829	13.9638888888889	44	28	12	185	0.00053789	2.3344E+016	378580000000000	7.9982E+018	3.9287E+017	4.0051E+043	2.1343E+041	1.789E+023	5.0665E+021	0.0025644	0.00053247	-0.0063485	-1.8963E-05	0	11691.58
289	18/03/2019	13:58:31	77.582315	13.9755555555556	44	28	18	185	0.00048655	1.1036E+016	342450000000000	7.3814E+018	3.5537E+017	2.8299E+043	1.9306E+041	1.1773E+023	4.5829E+021	0.0013147	0.00048164	-0.0062258	-1.141E-05	0	9174.407
290	18/03/2019	13:59:17	77.582836	13.9880555555556	44	28	30	185	0.0003844	7465800000000000	270550000000000	6.9134E+018	2.8077E+017	1.7267E+043	1.5253E+041	6.7446E+022	3.6208E+021	0.0010583	0.00038053	-0.0049094	3.2417E-06	0	6499.881
291	18/03/2019	14:00:02	77.583356	14.0005555555556	44	28	48	185	0.00036043	4645400000000000	253680000000000	5.092E+018	2.6326E+017	8.9471E+042	1.4302E+041	5.6652E+022	3.395E+021	0.0042486	0.0003568	0.0036117	7.6566E-05	0	5663.937
292	18/03/2019	14:00:46	77.583877	14.0130555555556	44	28	60	185	0.00052109	4122800000000000	366760000000000	2.1594E+018	3.806E+017	8.631E+042	2.0677E+041	9.5597E+022	4.9083E+021	0.0037653	0.00051584	0.015078	0.000207	0	4551.705
293	18/03/2019	14:02:08	77.584815	14.0355555555556	44	28	89	185	0.00033433	4512900000000000	235310000000000	5.4397E+018	2.4419E+017	9.1333E+042	1.3266E+041	2.4577E+022	3.1491E+021	-0.011892	0.00033095	-0.00019409	4.4741E-05	0	2625.605
294	18/03/2019	14:03:05	77.585475	14.0513888888889	44	28	3	185	0.002117	1.2494E+016	1490000000000000	1.7812E+019	1.5463E+018	2.5427E+043	8.4002E+041	1.2304E+023	1.9941E+022	-0.022173	0.0020956	0.020615	-7.4161E-05	0	1227.113
295	18/03/2019	14:03:47	77.585961	14.0630555555556	44	28	6	185	0.00038031	2.4664E+016	267670000000000	9.7501E+018	2.7778E+017	4.8614E+043	1.5091E+041	2.4724E+023	3.5823E+021	0.0019738	0.00037648	-0.0082408	-5.9356E-05	0	5683.339
296	18/03/2019	14:04:28	77.586447	14.0747222222222	44	28	12	185	0.00053928	2.6266E+016	379560000000000	8.8911E+018	3.9389E+017	3.9781E+043	2.1399E+041	1.7485E+023	5.0797E+021	0.0025851	0.00053384	-0.0065468	-2.3086E-05	0	11829.85
297	18/03/2019	14:05:11	77.586933	14.0863888888889	44	28	18	185	0.0004908	1.2558E+016	345440000000000	8.7254E+018	3.5848E+017	2.8868E+043	1.9475E+041	1.2009E+023	4.623E+021	0.0013257	0.00048585	-0.0064224	-1.4939E-05	0	9468.57
298	18/03/2019	14:05:55	77.587454	14.0988888888889	44	28	30	185	0.00039367	7103500000000000	277080000000000	7.3645E+018	2.8754E+017	1.7982E+043	1.5621E+041	7.4503E+022	3.7081E+021	0.001042	0.0003897	-0.00564	7.3083E-07	0	6564.245
