sn_name,gal_mag,redshift
2006aq,15.506

2006ar,15.525,0.022478

2006au,13.375,0.009539

2006at

2006aw,13.535,0.01617

2006ba,13.611,0.019159

2006ax,13.05,0.016811

2006az,14.124,0.030934

2006be,14.623,0.007156

2006bc,12.715,0.004511

2006bi,19.01

2006bb,14.299,0.024983

2006bd,14.652,0.025552

2006bj,0.038

2006bf,14.827,0.023733

2006bg,17.41,0.055501

2006bh,12.342,0.010834

2006bk,14.416,0.049519

2006bl,14.739,0.032382

2006bm,16.67

2006bo,16.61,0.015336

2006bn,14.034,0.018516

2006bp,10.206,0.003508

2006cb,13.691,0.025693

2006bs,15.294,0.029885

2006bq,14.653,0.021905

2006br,14.353,0.024593

2006bt,14.763,0.032155

2006bw,17.3,0.03

2006bu,0.083333

2006bv,14.461,0.008332

2006bx,14.717,0.018612

2006by,13.575,0.018871

2006bz,16.293,0.026838

2006ca,15,0.008828

2006cg,16.58,0.028166

2006cc,15.317,0.032612

2006cd,16.068,0.03711

2006ch,13.262,0.017244

2006ce,10.82,0.005026

2006cf,14.809,0.041588

2006cj,16.95,0.067516

2006ci,13.92,0.011838

2006ck,14.87,0.02439

2006cl,0.025

2006cm,14.748,0.016335

2006ct,16.73,0.0315

2006cn,0.040027

2006co,13.57,0.014083

2006cp,15.292,0.022287

2006cr,14.574,0.027655

2006cq,15.135,0.048441

2006cu,15.169,0.028619

2006dz,14.353,0.024593

2006de,14.713,0.038422

2006cs,14.736,0.023676

2006cv,0.1

2006dj,0.017565

2006cw,18.13,0.065

2006cx,13.625,0.01853

2006cy,16.01,0.035831

2006da,16.27,0.041178

2006cz,15.36,0.042007

2006db,17.5,0.023115

2006df,0.12

2006dg,13.85,0.014216

2006dc,14.71,0.025586

2006dd,9.403,0.005922

2006dh,15.26,0.059744

2006di,12.878,0.019353

2006dk,13.439,0.016347

2006dl,15.002,0.021753

2006dm,14.506,0.02214

2006dn,14.189,0.017178

2006do,14.887,0.028426

2006dp,14.883,0.01951

2006dq,15.221,0.031121

2006dr,12.869,0.015124

2006ds,15.925,0.029106

2006du,14.623,0.022543

2006dx,0.035

2006dt,14.323,0.026468

2006dv,15.555,0.032999

2006eb,14.824,0.017212

2006dw,17.06,0.027042

2006dy,13.617,0.007683

2006ea,14.172,0.024504

2006ec,14.955,0.025654

2006ed,14.775,0.016871

2006ee,14.118,0.015329

2006ef,14.8,0.017894

2006eg,14.768,0.013287

2006eh,0.027593

2006ei,14.07,0.015459

2006ej,14.47,0.020417

2006ek,14.813,0.020358

2006el,14.189,0.017178

2006em,13.685,0.018866

2006eo,14.568,0.020924

2006er,17.85,0.084331

2006en,14.429,0.031938

2006eq,17.79,0.049507

2006ew,0.14

2006ex,18.1,0.139999

2006fa,18.43,0.167038

2006fs,18.21,0.099228

2006fb,19.46,0.239999

2006ey,0.169999

2006ez,17.45

2006fd,17.35,0.079961

2006fe,0.070525

2006fq,0.067918

2006fr,0.309997

2006gk,0.289997

2006gu,0.239999

2006fi,18.8,0.230479

2006ge,0.279997

2006gm,0.249999

2006ho,17.97,0.11

2006ff,19.1,0.235409

2006fg,0.029997

2006fh,0.129999

2006ft,0.259999

2006fu,19.93,0.199998

2006gd,18.8,0.154847

2006gl,0.27

2006gn,0.099999

2006ep,12.937,0.01513

2006es,15.035,0.041027

2006et,14.567,0.022262

2006eu,14.42,0.023586

2006id,0.069998

2006ic,15.339,0.044997

2006hf,0.219998

2006ig,0.039997

2006fk,0.159997

2006fc,0.119999

2006fj,20.35,0.189998

2006fl,19.34,0.169997

2006fw,19.77,0.079998

2006fy,18,0.08

2006gv,0.199998

2006gw,0.329998

2006hc,0.199998

2006he,0.209998

2006ie,0.109999

2006if,18.29,0.099999

2006kg,0.23

2006kh,0.06

2006fv,0.131902

2006fx,19.77,0.219998

2006gf,16.78,0.116475

2006hd,0.299997

2006fz,0.104714

2006ev,15.205,0.028728

2006gg,0.199998

2006ga,0.239999

2006gh,0.249999

2006go,0.37

2006ih,0.129999

2006ii,0.029997

2006ik,19.44,0.099999

2006ij,16.83,0.04

2006il,17.71,0.12

2006im,17.14,0.0627

2006in,17.38,0.049997

2006fm,19.92,0.129999

2006gb,19.74,0.269996

2006gq,16.72,0.069733

2006hy,0.139996

2006fn,0.179997

2006gp,0.209998

2006jf,0.28

2006lw,18.65,0.2

2006ly,0.3

2006hg,0.239999

2006lx,0.3

2006fo,14.705,0.020334

2006gx,20.26,0.179997

2006hh,19.81,0.239999

2006hp,20.16,0.249999

2006hq,17.47,0.068502

2006ix,18.96,0.08

2006fp,15.9,0.005116

2006hr,18.07,0.125161

2006hi,0.259999

2006hs,0.259999

2006jg,0.33

2006gi,11.268,0.009395

2006hj,0.229999

2006gj,15.584

2006hu,0.139996

2006hk,0.289997

2006hv,0.149997

2006gy,14.304,0.018412

2006gc,15.423,0.02828

2006gt,17.68,0.044771

2006hl,19.77,0.149997

2006hm,20.29,0.329998

2006is,19.44

2006io,20.19,0.099999

2006hz,20.04,0.229999

2006jh,0.13

2006ki,0.22

2006ht,0.199998

2006iy,0.2

2006ji,0.18

2006gr,15.053,0.034597

2006ip,16.12,0.03

2006gs,14.373,0.01937

2006ib,0.179997

2006ia,18.31,0.174964

2006hw,19.36,0.139996

2006ir,17.36

2006iq,17.11,0.078934

2006lz,0.3

2006gz,14.961,0.023359

2006kj,19.81,0.21

2006lj,0.24

2006jj,0.27

2006jk,0.29

2006kk,0.39

2006kl,0.22

2006hn,15.528,0.017198

2006hx,16.91,0.045463

2006km,0.3

2006jm,0.33

2006jl,0.05

2006iz,0.12

2006jp,0.16

2006kn,0.12

2006ja,19.28,0.11

2006jn,19.83,0.23

2006jo,16.99,0.076758

2006jr,0.18

2006kp,0.29

2006ko,0.38

2006iu,0.022348

2006js,0.19

2006it,13.155,0.015513

2006jq,0.13

2006jt,0.14

2006ju,18.38,0.148687

2006kq,0.2

2006jv,0.37

2006jw,19.63,0.25

2006jx,0.25

2006lk,0.31

2006iw,17.51,0.030744

2006jy,0.2

2006iv,15.37,0.007955

2006jc,14.942,0.005528

2006qs,18.04,0.12

2006ks,20.23,0.21

2006ln,0.24

2006qt,16.06,0.01

2006jz,18.8,0.199464

2006ka,0.25

2006kr,0.22

2006ll,0.38

2006lm,0.28

2006lt,0.015

2006jb,14.819,0.029036

2006kc,0.22

2006kt,0.24

2006lo,0.18

2006oy,0.2

2006kb,0.14

2006jd,15.654,0.018486

2006kd,19.58,0.13

2006lp,0.22

2006lq,0.32

2006ku,19.7,0.19

2006ma,0.4

2006mb,20.4,0.3

2006mc,0.4

2006nq,17.05,0.0248

2006me,0.3

2006mg,0.4

2006md,0.3

2006mf,0.2

2006je,15.49,0.033296

2006kx,20.04,0.16

2006mt,20.15,0.22

2006lr,0.26

2006kv

2006kw,19.94,0.19

2006ky,0.18

2006la,0.12

2006ls,19.7,0.14

2006mh,0.4

2006mu,0.14

2006nf,0.39

2006ns,0.12

2006kz,0.18

2006mz,0.25

2006oc,0.27

2006lf,15.3,0.013208

2006mi,0.7

2006mk,0.3

2006qu,0.09

2006ke,14.73,0.017181

2006ld,15.74,0.013939

2006mj,0.7

2006qv,0.06

2006lb,19.8,0.18

2006mv,0.17

2006nt,0.28

2006oz

2006lc,13.729,0.016181

2006ml,0.6

2006mm,0.7

2006mw,0.12

2006na,0.32

2006ng,0.4

2006nh,0.37

2006ni,19.1,0.17496

2006nu,0.2

2006kf,14.73,0.021251

2006qw,17.74,0.03

2006nb,0.21

2006pa,0.25

2006mq,12.63,0.003228

2006nj,0.4

2006qx,0.12

2006od,20.26,0.17

2006qz,0.14

2006ra,0.13

2006mn,0.3

2006pb,0.17

2006qy,18.16,0.1

2006mx,0.13

2006rc,0.08

2006rb,0.03

2006lh,0.032

2006lg,14.85,0.030277

2006rd,0.06

2006nr,15.42,0.018382

2006re,0.09

2006le,14.357,0.017425

2006nc,19.84,0.12

2006nk,19.07,0.2

2006li,15.411,0.02927

2006lv,13.689,0.008308

2006nd,18.2,0.13

2006nl,0.19

2006pc,18.3,0.055328

2006nm,20.3,0.31

2006nv,0.29

2006oe,0.34

2006nn,0.2

2006og,0.16

2006oh,0.16

2006no,20.34,0.25

2006of,0.16

2006lu,0.053

2006oi,0.2

2006oj,0.34

2006nw,0.16

2006nx,0.05

2006ol,0.12

2006mo,15.338,0.037185

2006ok,0.1

2006rf,0.1

2006rg,0.11

2006mp,16.55,0.023

2006rh,0.03

2006mr,9.403,0.005922

2006ri,16.36,0.09

2006ms,12.826,0.015479

2006rj,15.94,0.04

2006rk,15.69,0.01

2006rl,18.93,0.12

2006rm,0.09

2006nz,17.05,0.044122

2006om,0.16

2006my,11.384,0.002664

2006ne,17.95,0.046615

2006ny,18.94,0.08

2006pd,0.19

2006pg,0.32

2006pi,0.37

2006pj,0.31

2006pk,0.25

2006rn,18.42,0.07

2006ro,0.11

2006pe,19.74,0.16

2006pf,0.4

2006ph,0.24

2006rp,0.02

2006rq,16.94,0.07

2006sv,0.3

2006np,17.61,0.107344

2006rr,0.13

2006on,18.78,0.07

2006pl,0.2

2006rt,0.07

2006ru,0.02

2006oo,0.28

2006rs,15.56,0.02

2006oa,0.06

2006pm,20.24,0.21

2006sa,18.98,0.23

2006sb,0.3

2006sc,20.14,0.4

2006pn,0.13

2006po,0.18

2006rv,0.11

2006ob,15.385,0.059202

2006pq,20.36,0.2

2006pr,0.11

2006ps,0.1

2006pt,0.3

2006pu,0.15

2006pw,0.33

2006px,0.28

2006sf,0.6

2006sh,0.3

2006si,0.5

2006sl,0.4

2006sm,0.6

2006sw,0.33

2006sj,0.7

2006pp,0.34

2006se,0.6

2006pv,20.39,0.21

2006rw,18.56,0.08

2006sd,0.1

2006sg,0.44

2006sk,0.3

2006py,18.5,0.0579

2006qa,0.4

2006qb,0.33

2006sn,0.4

2006sx,0.23

2006qd,0.27

2006sy,0.21

2006pz,0.33

2006qc,0.2

2006qe,0.39

2006sz,0.19

2006op,17.4,0.03409

2006rx,18.1,0.08

2006ry,17.57,0.06

2006oq,14.541,0.020734

2006qf,19.2,0.16556

2006or,13.267,0.020963

2006so,0.1

2006qg,0.23

2006qh,0.12

2006tb,0.3

2006ta,0.29

2006qj,0.11

2006qi,0.19

2006os,15.101,0.03281

2006ot,15.49,0.052939

2006ou,14.857,0.013483

2006qk,19.74,0.06

2006qm,18.8,0.14016

2006ql,0.27

2006tc,20.44,0.21

2006sp,0.8

2006ov,10.15,0.005225

2006sq,0.2

2006qp,13.576,0.012485

2006ow,15.83

2006ox,12.577,0.01304

2006rz,17.8,0.03092

2006tg,0.52

2006ti,0.23

2006th,0.14

2006qn,15.371,0.021668

2006qo,0.029703

2006qr,14.89,0.014387

2006qq,15.869,0.029046

2006sr,14.331,0.024196

2006tf,20.68,0.074

2006tj,0.52

2006tl,0.27

2006tk,0.32

2006tm,0.23

2006ub

2006ud

2006ua

2006uc

2006ue

2006tn,0.67

2006to,0.68

2006tp,0.72

2006ss,14.376,0.012015

2006tq,0.26

2006tr,0.58

2006st,13.02,0.011516

2006su,15.538,0.001104

2006tv,0.76

2006tt,0.63

2006ts,0.56

2006tu,0.44

2006tx,0.5

2006tz,0.39

2006tw,0.4

2006ty,0.19

2006td,16.47,0.015877

2006te,15.46,0.031545

2007A,13.914,0.017091

2007B,13.87,0.021097

2007C,12.071,0.005595

2007D,15.68,0.023146

2007G,14.693,0.029262

2007H,14.9,0.042642

2007E,14.99,0.022962

2007F,15.342,0.023589

2007I,18.32,0.021916

2007M,14.176,0.020754

2007J,14.556,0.016788

2007K,15.055,0.022105

2007L,15.176,0.018212

2007N,14.495,0.012598

2007O,15.067,0.036083

2007P,15.81,0.040575

2007Q,14.083,0.029134

2007R,14.288,0.030881

2007S,14.405,0.013883

2007T,14.696,0.013452

2007U,15.57,0.02599

2007V,17.55,0.030327

2007X,13.419,0.009468

2007W,12.811,0.009684

2007Y,11.334,0.004629

2007Z,14.75,0.01762

2007aa,11.178,0.004873

2007ac,15.6,0.03013

2007ad,14.134,0.027542

2007ab,15.245,0.023981

2007ae,15.675,0.064387

2007fp,13.672,0.01854

2007af,12.271,0.005471

2007aj,20.77

2007ah,15.348,0.019165

2007ai,14.44,0.031661

2007az,17,0.007421

2007ag,15.93,0.020715

2007an,13.02,0.011516

2007al,14.9,0.012078

2007ak,15.56,0.015637

2007am,12.029,0.010133

2007ar,15.067,0.052861

2007ao,12.963,0.023734

2007ap,14.637,0.015444

2007aq,14.289,0.021107

2007as,14.8,0.017095

2007at,15.65,0.05412

2007au,14.292,0.020572

2007av,13.799,0.004647

2007ax,13.422,0.007058

2007aw,13.89,0.01206

2007ay,15.447,0.014542

2007bp,15.443,0.028046

2007bo,18.78,0.04

2007cw,17.95,0.1

2007ba,15.094,0.038539

2007cx,0.06

2007bb,15.133,0.020953

2007cy,17.8,0.05

2007bq,16.81,0.026602

2007cz,0.07

2007da,0.1

2007db,18.87,0.0486

2007dd,16.425,0.06

2007bc,14.23,0.020818

2007dc,0.08

2007bd,14.873,0.031018

2007br,18.47,0.052899

2007de,18.13

2007bi,22.45,0.127

2007be,14.684,0.012516

2007bf,14.731,0.017751

2007bs,0.14

2007df,0.1

2007bh,14.787,0.024473

2007bg,0.034

2007bt,17.3,0.04

2007bj,13.954,0.016656

2007bx,18.51,0.025224

2007dg,0.1

2007dh,0.09

2007bw,0.14

2007bn,13.577,0.011658

2007di,0.13

2007bu,0.03

2007bl,16.584

2007bv,15.557,0.046398

2007dk,18.233,0.033613

2007dj,0.11

2007bm,12.055,0.006222

2007bk,17.6,0.032188

2007by,16.93,0.04

2007bz,15.786,0.022212

2007dl,0.04

2007dm,15.978,0.08

2007dn,0.07

2007ca,15.1,0.014135

2007cb,15.87,0.036434

2007cd,13.3,0.022808

2007dq,0.05

2007do,18.13,0.051355

2007dr,0.14

2007cc,14.641,0.029083

2007dp,0.03

2007ds,0.14

2007dt,0.1

2007cj,12.894,0.008264

2007dv,18.81,0.1

2007du,0.1

2007ce,0.046

2007dw,14.5,0.05

2007cf,15.484,0.032836

2007dx,0.12

2007ch,13.18,0.007311

2007cg,16.12,0.033192

2007dy,0.04

2007dz,22.4,0.03

2007ci,13.856,0.018132

2007eb,0.04

2007ea,15.49,0.04

2007ck,14.789,0.026961

2007cl,14.395,0.022182

2007cm,14.622,0.016342

2007ec,0.16

2007ed,17.87,0.07

2007ee,16.67,0.045748

2007ef,16.59,0.08

2007cn,15.288,0.025392

2007eh,19.59,0.01

2007eg,18.11,0.1

2007ej,0.07

2007ei,17.51,0.1

2007co,14.789,0.026961

2007ek,0.08

2007el,0.03

2007em,0.03

2007en,17.42,0.12

2007eo,0.1

2007ep,0.12

2007cp,14.605,0.036595

2007eq,0.03

2007cr,13.84,0.011074

2007er,0.07

2007cq,0.025917

2007cs,15.184,0.017558

2007eu,0.04

2007et,16.44,0.04

2007es,15.864,0.027609

2007cu,14.642,0.031356

2007ev,0.04

2007ew,0.03

2007ct,14.813,0.013993

2007ex,16.97

2007cv,12.925,0.01006

2007ey,0.11

2007ez,16.34,0.04

2007fa,16.87,0.06

2007ff,17.07,0.048273

2007fe,17.51,0.033102

2007fd,15.5,0.07

2007fg,17.1,0.025832

2007fb,15.171,0.018012

2007fh,0.08

2007fi,0.12

2007fj,19.5,0.06

2007fc,16.471,0.033743

2007fk,0.04

2007fl,0.05

2007va,22.8,0.19

2007fn,14.392,0.017005

2007fm,18.45,0.06

2007fo,12.986,0.009328

2007fv,15.96,0.03

2007fu,0.06

2007fq,14.612,0.042455

2007fr,15.636,0.050898

2007fw,0.05

2007fx,17.22,0.059224

2007ft,13.893,0.010417

2007fs,15.147,0.017306

2007gc,0.12

2007gd,0.13

2007fz,17.46,0.014399

2007ga,18.5,0.03

2007gb,0.1

2007fy,16.92,0.045511

2007ge

2007gf,0.14

2007gg,0.04

2007gh,17.31,0.02

2007gi,11.558,0.004499

2007gn,16.33,0.03

2007gl,15.875,0.028277

2007gj,13.779,0.016894

2007gm,0.03

2007gk,14.738,0.026981

2007gp,0.24

2007go,14.304,0.02354

2007gx,0.08

2007gq,13.672,0.02297

2007gr,11.86,0.001727

2007gs,0.04

2007gt,17.9,0.06

2007gu,0.08

2007if,0.07

2007gv,17.92,0.11

2007gy,0.04

2007ha,0.17

2007gz,0.05

2007hd,18.03,0.09

2007hb,13.902,0.021932

2007hc,16.44,0.018735

2007he,20.21,0.12

2007gw,13.439,0.016347

2007hg,19.2,0.03

2007hf,16.113,0.051432

2007hh,0.11

2007hi,0.07

2007hk,16.84,0.04613

2007hn,16.885,0.03

2007hl,0.06

2007hm,16.51,0.02514

2007ho,16.29,0.07

2007im,16.97,0.07

2007hj,14.547,0.014252

2007hp,18.8,0.03

2007hq,0.09

2007hr,19.41,0.03

2007hs,0.07

2007ht,17.72,0.072807

2007jk,0.18

2007hz,17.9,0.14

2007hw,16.78,0.061532

2007ix,0.2

2007iy,0.37

2007ja,17.135,0.09

2007jl,0.26

2007jm,20.06,0.09

2007jo,0.19

2007jy,0.18

2007hx,17.15,0.08

2007jp,0.18

2007hy,18.6,0.19

2007ih,0.17

2007iz,0.25

2007ji,19.43,0.18

2007jj,0.24

2007jn,19.57,0.06

2007kl,19.98,0.26

2007lf,16.28,0.04

2007ia,17.78,0.13099

2007ib,16.57,0.034492

2007ij,0.18

2007km,0.25

2007jr,0.09

2007ii,20.43,0.27

2007jb,0.28

2007jc,0.13

2007jq,19.91,0.16

2007ic,0.14

2007ie,20.2,0.1

2007ik,0.18

2007jd,18.33,0.072633

2007jz,0.22

2007ka,0.22

2007id,18.67,0.16

2007js,18.7,0.146461

2007mr,0.08

2007kh,0.05

2007hu,15.048,0.034257

2007hv,15.9,0.016995

2007in,16.245,0.06

2007ig,15.499,0.041592

2007io,0.1

2007ip,0.09

2007il,14.246,0.021509

2007iq,14.966,0.013356

2007jt,19.12,0.14

2007ir,14.393,0.035304

2007je,0.16

2007kn,0.22

2007ko,0.21

2007kb,0.14

2007iw,14.492,0.034957

2007it,11.844,0.003966

2007kp,0.29

2007ms,0.04

2007iv,16.135,0.045

2007jf,19.21,0.07

2007ju,19.8,0.06

2007jw,0.136953

2007kq,19.99,0.16

2007kr,0.29

2007ks,0.1

2007is,14.748,0.029653

2007iu,0.09

2007jg,18.4,0.037131

2007jv,0.16

2007jh,15.583,0.040769

2007kt,0.24

2007jx,0.18

2007nr,0.14

2007ku,0.37

2007mt,0.41

2007kv,0.26

2007kw,17,0.068087

2007kc,14.384,0.011327

2007kf,0.046698

2007kg,0.006671

2007kx,0.16

2007lh,0.2

2007mu,0.4

2007mv,20.06,0.26

2007ky,16.79,0.073604

2007ns,0.37

2007kz,18.21,0.127504

2007lg,0.12

2007li,18.77,0.12

2007oe

2007kd,16.6,0.024183

2007ke,13.339,0.017581

2007ki,14.999,0.016678

2007kk,15.035,0.041027

2007la,0.13

2007lj,0.04

2007kj,14.08,0.017777

2007sz,17.05,0.02

2007sy,0.2

2007sx,17.68,0.12

2007lb,0.06

2007lk,0.22

2007lo,0.14

2007mw,0.33

2007nu,0.28

2007lp,19.88,0.15

2007lm,20.45,0.21

2007ll,17.41,0.080981

2007ln,0.09

2007nt,0.21

2007tb,0.4

2007tc,0.6

2007td,0.3

2007te,19.48,0.4

2007ta,0.3

2007lc,18.33,0.115032

2007lt,0.12

2007lu,0.32

2007my,0.29

2007mz,0.23

2007nv,0.14

2007nw,17.59,0.057186

2007of,0.4

2007tf,0.4

2007th,0.5

2007lw,0.28

2007ld,0.03

2007lq,20.39,0.23

2007na,0.47

2007ls,0.25

2007lr,18.6,0.156348

2007lv,17.91,0.1185

2007mx,0.41

2007nb,20.48,0.28

2007oq,0.34

2007tg,0.5

2007ly,19.42,0.08

2007ma,19.19,0.11

2007mk,0.18

2007mb,19.82,0.19

2007mc,20.08,0.15

2007me,20.22

2007mf,19.44,0.2

2007mg,19.61,0.16

2007mj,19.78,0.12

2007nd,0.27

2007ne,0.21

2007nf,0.24

2007ng,0.4

2007nh,0.27

2007nm,0.04

2007nx,18.5

2007ny,0.14

2007nz,0.47

2007ti,0.5

2007tj,0.3

2007tk,0.3

2007lx,15.461,0.06

2007mh,20,0.13

2007nc,18.05,0.09

2007lz,20.24,0.09

2007md,0.05

2007mi,18.4,0.13

2007nn,0.07

2007og

2007ml,0.2

2007mm,0.07

2007or,19.79,0.17

2007mn,17.89,0.076999

2007oa,20.41

2007mo,0.24

2007ni,0.21

2007no,0.135

2007oh,0.42

2007tl,19.94,0.4

2007tm,0.5

2007to,0.6

2007np

2007tp,0.5

2007tn,0.140423

2007nj,19.56,0.15

2007os,0.35

2007sb,0.21

2007mp,17.34,0.06

2007ov,0.32

2007pn,0.31

2007ot,0.2

2007ow,0.21

2007ou,18.34,0.113228

2007nl,19.39,0.16

2007ox,0.21

2007le,12.235,0.006724

2007nk,20.48,0.22

2007oi,0.3

2007po,0.29

2007oj,0.12

2007oy,0.38

2007oz,0.3

2007pq,0.19

2007mq,16.33

2007pp,0.26

2007tq,0.1

2007ok,18.5,0.17

2007tr,0.3

2007pa,0.16

2007pb,0.24

2007pd,17.7,0.15

2007pr,0.33

2007pc,0.15

2007op,18.31,0.085

2007pe,0.3

2007ps,0.25

2007rc,17.57,0.127838

2007nq,14.871,0.044727

2007qf,0.21

2007qg

2007rb,12.47,0.011034

2007qc,22.9,0.035

2007ob,16.895,0.033926

2007ol,17.64,0.056068

2007pf,20,0.12

2007pt,19.71,0.18

2007pu,0.09

2007qh,19.57,0.25

2007pg,18.65,0.118988

2007om,0.105106

2007rd,0.24

2007pi,20.1,0.29

2007pv,0.26

2007pw,0.25

2007rf,0.29

2007qi,0.3

2007ph,0.129456

2007re,0.2

2007qj,0.17

2007qk,0.3

2007ql,0.23

2007qn,0.32

2007rh,0.22

2007pj,0.35

2007qd,16.6,0.04313

2007qm,0.21

2007rg,0.27

2007qo,0.23

2007od,15.58,0.005796

2007px,18.18,0.108164

2007rk,0.2

2007rj,17.26,0.088791

2007qp,0.27

2007qq,0.24

2007ri,19.7,0.19

2007oc,13.585,0.007009

2007py,0.21

2007qu,0.31

2007qv,18.4,0.1

2007qw,20.45,0.15

2007rl,0.33

2007rm,0.3

2007rn,0.28

2007qt,0.31

2007pz,0.13

2007qs,0.29

2007qr,18.1,0.136027

2007pl,14.54,0.028843

2007qa,18.63,0.11

2007qy,0.24

2007qx,17.93,0.080452

2007rp,0.15

2007tz,0.5

2007ts,0.3

2007on,10.889,0.006338

2007qz,0.32

2007ro,19.33,0.17

2007tw,0.6

2007tu,0.22

2007tx,0.7

2007tt,0.4

2007tv,0.3

2007ty,0.5

2007oo,14.909,0.029757

2007ud,0.6

2007rr,0.19

2007ub,0.5

2007ua,0.6

2007pm,14.298,0.019858

2007rq,0.27

2007rv,14.626,0.014043

2007uc,0.6

2007qb,17.1,0.08

2007pk,13.919,0.016647

2007sc,0.27

2007ue,0.7

2007ug,0.7

2007rs,0.12

2007sd,0.09

2007uf,0.5

2007sf,18.64,0.1

2007sh,18.69,0.15

2007si,18.26,0.13

2007sg,0.19

2007ra,17.98,0.089001

2007se,0.18

2007qe,0.024

2007uh,0.6

2007ui,0.4

2007sp,15.288,0.023844

2007uj,0.3

2007sl,0.1

2007sj,15.272,0.038816

2007sk,0.23

2007sa,14.087,0.0052

2007rt,14.995,0.02232

2007sn,0.14

2007sm,0.06

2007ru,15.016,0.015464

2007rx,0.03

2007rw,14.091,0.008565

2007ul,0.6

2007uk,0.5

2007up,0.6

2007un,0.3

2007um,0.3

2007uo,0.4

2007ur,0.3

2007us,0.6

2007ut,0.4

2007uq,0.4

2007rz,14.513,0.013099

2007ry,16.95,0.048

2007sq,13.96,0.015279

2007uu,0.5

2007uw,0.4

2007uv,0.5

2007so,15.133,0.02983

2007sr,11.155,0.005397

2007su,18.33,0.027862

2007sv,15.264,0.003726

2007ss,13.809,0.015525

2007st,13.366,0.020867

2007ux,0.030915

2007sw,14.966,0.025244

2007uz,14.418,0.029743

2007uy,12.764,0.006489

2008G,14.937,0.018189

2008B,13.971,0.018966

2008A,13.683,0.016293

2008C,15.017,0.016635

2008E,21.6,0.034

2008am,0.234

2008D,12.764,0.006489

2008F,14.2,0.018353

2008L,15.21,0.019483

2008I,13.34,0.033209

2008H,13.875,0.014336

2008J,14.08,0.015941

2008K,14.94,0.026677

2008M,12.733,0.007553

2008T,17,0.018735

2008N,12.26,0.007924

2008U,15.186,0.012554

2008O,14.02,0.038857

2008P,13.37,0.012145

2008Q,11.434,0.008111

2008R,13.025,0.013512

2008ac,18.1,0.053

2008ad,0.054

2008ab,0.069

2008S,9.76,0.000133

2008ag,13.314,0.014736

2008V,13.792,0.013718

2008Y,16.45,0.069688

2008W,14.27,0.019103

2008aa,14.795,0.022492

2008Z,18.28,0.020991

2008X,14.532,0.006339

2008ae,14.702,0.030083

2008af,14.096,0.033366

2008ah,15.834,0.068444

2008ak,13.976,0.007928

2008ai,15.115,0.035159

2008aj,15.314,0.024828

2008al,16.573,0.029892

2008an,15.235,0.027098

2008ap,17.21,0.027559

2008ao,15.023,0.015367

2008ba,0.03

2008ar,15.27,0.025851

2008au,18.09,0.081779

2008aq,13.295,0.00797

2008as,15.22,0.019787

2008at,16,0.035

2008aw,11.901,0.010374

2008av,17.9

2008bb,0.03

2008ax,9.7,0.001953

2008ay,14.707,0.034547

2008bg,0.063297

2008az,14.035,0.009734

2008ca,18.12,0.123

2008cb,17,0.165352

2008be,14.244,0.029968

2008bj,17.41,0.018965

2008bc,15.4,0.015087

