  29   64  Cu     -65420.8008        1.4390  
  30   64  Zn     -65999.5313        1.6710  
  31   64  Ga     -58834.7305        3.9490  
  32   64  Ge     -54424.7305      250.0310  
  33   64  As     -39521.0000      358.0000  
  24   65  Cr     -27600.0000      904.0000  
  25   65  Mn     -40892.5781      558.8960  
  26   65  Fe     -51288.0508      279.4480  
  27   65  Co     -59164.2227       13.4190  
  28   65  Ni     -65122.5859        1.4610  
  29   65  Cu     -67259.7188        1.7310  
  30   65  Zn     -65907.7734        1.7150  
  31   65  Ga     -62652.9102        1.8150  
  32   65  Ge     -56410.5586      100.0140  
  33   65  As     -47056.0000      391.0000  
  34   65  Se     -32919.0000      596.0000  
  25   66  Mn     -36496.0000      699.0000  
  26   66  Fe     -50319.2969      326.0230  
  27   66  Co     -56052.2578      272.7940  
  28   66  Ni     -66028.7266       16.0370  
  29   66  Cu     -66254.3281        1.7340  
  30   66  Zn     -68896.3047        1.5370  
  31   66  Ga     -63721.3008        3.3710  
  32   66  Ge     -61621.3008       30.1890  
  33   66  As     -51821.0000      202.0000  
  34   66  Se     -41722.0000      298.0000  
  25   67  Mn     -33701.0000      801.0000  
  26   67  Fe     -46574.6914      465.7470  
  27   67  Co     -55321.4219      279.4480  
  28   67  Ni     -63742.4609       19.0650  
  29   67  Cu     -67300.1563        8.1490  
  30   67  Zn     -67877.1563        1.5540  
  31   67  Ga     -66876.6797        1.7500  
  32   67  Ge     -62653.7539        4.9090  
  33   67  As     -56643.7539      100.1200  
  34   67  Se     -46491.0000      196.0000  
  35   67  Br     -32798.0000      503.0000  
  26   68  Fe     -44237.0000      699.0000  
  27   68  Co     -51828.3164      326.0230  
  28   68  Ni     -63486.0273       16.5020  
  29   68  Cu     -65541.8906       45.6220  
  30   68  Zn     -70004.0313        1.6230  
  31   68  Ga     -67082.9297        2.0190  
  32   68  Ge     -66976.9531        6.3830  
  33   68  As     -58876.9531      100.2040  
  34   68  Se     -54148.0000      298.0000  
  35   68  Br     -38892.0000      537.0000  
  26   69  Fe     -39402.0000      801.0000  
  27   69  Co     -51045.8633      372.5980  
  28   69  Ni     -60377.7227      137.9120  
  29   69  Cu     -65739.9141        8.0850  
  30   69  Zn     -68414.9297        1.6920  
  31   69  Ga     -69320.9219        3.0310  
  32   69  Ge     -67093.6406        3.0800  
  33   69  As     -63080.6211       31.3000  
  34   69  Se     -56297.4805       34.4760  
  35   69  Br     -46409.0000      314.0000  
  36   69  Kr     -32304.0000      503.0000  
  27   70  Co     -46752.0000      699.0000  
  28   70  Ni     -59485.1992      326.0230  
  29   70  Cu     -62960.3359       14.5280  
  30   70  Zn     -69559.4219        3.3270  
  31   70  Ga     -68904.7031        3.0820  
  32   70  Ge     -70560.3203        1.7420  
  33   70  As     -64340.3203       50.0300  
  34   70  Se     -61940.0000      206.0000  
  35   70  Br     -51590.0000      364.0000  
  36   70  Kr     -40976.0000      401.0000  
  27   71  Co     -44963.0000      801.0000  
  28   71  Ni     -55889.6328      372.5980  
  29   71  Cu     -62764.2266       35.1580  
  30   71  Zn     -67321.6719       10.5390  
  31   71  Ga     -70136.8203        1.7640  
  32   71  Ge     -69904.8984        1.7420  
  33   71  As     -67892.1875        4.3630  
  34   71  Se     -63092.0000      200.0000  
  35   71  Br     -56592.0000      300.0000  
  36   71  Kr     -46100.0000      298.0000  
  37   71  Rb     -32304.0000      503.0000  
  27   72  Co     -40604.0000      801.0000  
  28   72  Ni     -54678.6914      465.7470  
  29   72  Cu     -60063.0000      196.0000  
  30   72  Zn     -68128.4141        6.0940  
  31   72  Ga     -68586.5000        2.0280  
  32   72  Ge     -72585.5547        1.4610  
  33   72  As     -68229.4609        4.3360  
  34   72  Se     -67894.4297       12.0940  
  35   72  Br     -59152.7695      258.6150  
  36   72  Kr     -54112.7695      270.7060  
  37   72  Rb     -38117.0000      503.0000  
  28   73  Ni     -50226.0000      596.0000  
  29   73  Cu     -59159.0000      298.0000  
  30   73  Zn     -65409.9922       40.0270  
  31   73  Ga     -69703.8438        6.3340  
  32   73  Ge     -71297.1328        1.4610  
  33   73  As     -70956.2734        3.8600  
  34   73  Se     -68216.2734       10.7190  
  35   73  Br     -63532.6406      132.5740  
  36   73  Kr     -56885.2891      138.4010  
  37   73  Rb     -46234.0000      483.0000  
  38   73  Sr     -31699.0000      596.0000  
  28   74  Ni     -48522.0000      699.0000  
  29   74  Cu     -55703.0000      401.0000  
  30   74  Zn     -65709.1953       47.3790  
  31   74  Ga     -68054.0078       70.7260  
  32   74  Ge     -73422.0078        1.4600  
  33   74  As     -70859.6016        2.2280  
  34   74  Se     -72212.6094        1.5050  
  35   74  Br     -65305.9609       15.0750  
  36   74  Kr     -62169.5547       59.4250  
  37   74  Rb     -51725.5039      720.0720  
  38   74  Sr     -40697.0000      503.0000  
  28   75  Ni     -43808.0000      801.0000  
